From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
SMG1	I3L144	unreviewed	I3L144_HUMAN	SMG1 nonsense mediated mRNA decay associated PI3K related kinase	SMG1	Homo sapiens (Human)	321
SMG1	I3L400	unreviewed	I3L400_HUMAN	SMG1 nonsense mediated mRNA decay associated PI3K related kinase	SMG1	Homo sapiens (Human)	551
SMG1	J3KRA9	unreviewed	J3KRA9_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	SMG1	Homo sapiens (Human)	3551
SMO	Q99835	reviewed	SMO_HUMAN	Protein smoothened (Protein Gx)	SMO SMOH	Homo sapiens (Human)	787
SMO	Q9NWM0	reviewed	SMOX_HUMAN	Spermine oxidase (EC 1.5.3.16) (Polyamine oxidase 1) (PAO-1) (PAOh1)	SMOX C20orf16 SMO UNQ3039/PRO9854	Homo sapiens (Human)	555
SMO	A0A590UJE7	unreviewed	A0A590UJE7_HUMAN	Smoothened, frizzled class receptor	SMO	Homo sapiens (Human)	111
SMO	A0A6M5WQP3	unreviewed	A0A6M5WQP3_HUMAN	Smoothened frizzled class receptor	SMO	Homo sapiens (Human)	111
SMO	H7C509	unreviewed	H7C509_HUMAN	Smoothened, frizzled class receptor	SMO	Homo sapiens (Human)	151
SMO	H7C5S9	unreviewed	H7C5S9_HUMAN	Smoothened, frizzled class receptor	SMO	Homo sapiens (Human)	70
SMYD3	Q9H7B4	reviewed	SMYD3_HUMAN	Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.354) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1)	SMYD3 ZMYND1 ZNFN3A1	Homo sapiens (Human)	428
SMYD3	A8MXR1	unreviewed	A8MXR1_HUMAN	SET and MYND domain containing 3	SMYD3	Homo sapiens (Human)	147
SMYD3	B0QZ88	unreviewed	B0QZ88_HUMAN	[histone H3]-lysine(4) N-trimethyltransferase (EC 2.1.1.354)	SMYD3	Homo sapiens (Human)	182
SMYD3	B0QZ99	unreviewed	B0QZ99_HUMAN	[histone H3]-lysine(4) N-trimethyltransferase (EC 2.1.1.354)	SMYD3	Homo sapiens (Human)	74
SMYD3	B0QZA0	unreviewed	B0QZA0_HUMAN	[histone H3]-lysine(4) N-trimethyltransferase (EC 2.1.1.354)	SMYD3	Homo sapiens (Human)	131
SMYD3	B3KN46	unreviewed	B3KN46_HUMAN	SET and MYND domain containing 3, isoform CRA_a (cDNA FLJ13532 fis, clone PLACE1006318, highly similar to SET and MYND domain-containing protein 3)	SMYD3 hCG_1810860	Homo sapiens (Human)	239
SMYD3	L0R6Q4	unreviewed	L0R6Q4_HUMAN	Alternative protein SMYD3	SMYD3	Homo sapiens (Human)	50
SMYD3	Q3B7A0	unreviewed	Q3B7A0_HUMAN	[histone H3]-lysine(4) N-trimethyltransferase (EC 2.1.1.354)	SMYD3	Homo sapiens (Human)	182
SOCS1	O15524	reviewed	SOCS1_HUMAN	Suppressor of cytokine signaling 1 (SOCS-1) (JAK-binding protein) (JAB) (STAT-induced STAT inhibitor 1) (SSI-1) (Tec-interacting protein 3) (TIP-3)	SOCS1 SSI1 TIP3	Homo sapiens (Human)	211
SOCS1	Q4JHT5	unreviewed	Q4JHT5_HUMAN	Suppressor of cytokine signaling 1	SOCS1 hCG_14617	Homo sapiens (Human)	211
SOS1	Q07889	reviewed	SOS1_HUMAN	Son of sevenless homolog 1 (SOS-1)	SOS1	Homo sapiens (Human)	1333
SOS1	A0A2X0SG47	unreviewed	A0A2X0SG47_HUMAN	SOS1	SOS1	Homo sapiens (Human)	1342
SOS1	A0A3G1LBG1	unreviewed	A0A3G1LBG1_HUMAN	SOS Ras/Rac guanine nucleotide exchange factor 1	SOS1	Homo sapiens (Human)	1333
SOS1	A0A8I5KP47	unreviewed	A0A8I5KP47_HUMAN	SOS Ras/Rac guanine nucleotide exchange factor 1	SOS1	Homo sapiens (Human)	897
SOS1	A0A8I5KV97	unreviewed	A0A8I5KV97_HUMAN	SOS Ras/Rac guanine nucleotide exchange factor 1	SOS1	Homo sapiens (Human)	318
SOS1	A0A8I5KWL0	unreviewed	A0A8I5KWL0_HUMAN	SOS Ras/Rac guanine nucleotide exchange factor 1	SOS1	Homo sapiens (Human)	1086
SOS1	A0A8I5KY52	unreviewed	A0A8I5KY52_HUMAN	SOS Ras/Rac guanine nucleotide exchange factor 1	SOS1	Homo sapiens (Human)	922
SOS1	A0A8I5QJ77	unreviewed	A0A8I5QJ77_HUMAN	SOS Ras/Rac guanine nucleotide exchange factor 1	SOS1	Homo sapiens (Human)	1147
SOS1	A0A8I5QJD1	unreviewed	A0A8I5QJD1_HUMAN	SOS Ras/Rac guanine nucleotide exchange factor 1	SOS1	Homo sapiens (Human)	404
SOS1	A0A8I5QJF3	unreviewed	A0A8I5QJF3_HUMAN	SOS Ras/Rac guanine nucleotide exchange factor 1	SOS1	Homo sapiens (Human)	405
SOS1	C9K0N6	unreviewed	C9K0N6_HUMAN	SOS Ras/Rac guanine nucleotide exchange factor 1	SOS1	Homo sapiens (Human)	102
SOS1	G5E9C8	unreviewed	G5E9C8_HUMAN	SOS Ras/Rac guanine nucleotide exchange factor 1 (Son of sevenless homolog 1 (Drosophila), isoform CRA_d)	SOS1 hCG_1641052	Homo sapiens (Human)	1318
SOS1	Q53SF8	unreviewed	Q53SF8_HUMAN	Uncharacterized protein SOS1	SOS1	Homo sapiens (Human)	1304
SOS1	Q8NIA3	unreviewed	Q8NIA3_HUMAN	Alternate SOS1	SOS1	Homo sapiens (Human)	1105
SOS1	Q9UKX9	unreviewed	Q9UKX9_HUMAN	SOS1	SOS1	Homo sapiens (Human)	29
SOX17	Q9H6I2	reviewed	SOX17_HUMAN	Transcription factor SOX-17	SOX17	Homo sapiens (Human)	414
SOX17	Q2NKK5	unreviewed	Q2NKK5_HUMAN	SOX17 protein	SOX17	Homo sapiens (Human)	115
SOX17	Q2T9L5	unreviewed	Q2T9L5_HUMAN	SOX17 protein	SOX17	Homo sapiens (Human)	162
SOX2	P48431	reviewed	SOX2_HUMAN	Transcription factor SOX-2	SOX2	Homo sapiens (Human)	317
SOX2	A0A0B5HFB3	unreviewed	A0A0B5HFB3_HUMAN	Sex determining region Y-box 2	SOX2	Homo sapiens (Human)	156
SOX2	A0A0B5HFE5	unreviewed	A0A0B5HFE5_HUMAN	Sex determining region Y-box 2	SOX2	Homo sapiens (Human)	187
SOX2	A0A0B5HLA0	unreviewed	A0A0B5HLA0_HUMAN	Sex determining region Y-box 2	SOX2	Homo sapiens (Human)	182
SOX2	A0A0B5HP19	unreviewed	A0A0B5HP19_HUMAN	Sex determining region Y-box 2	SOX2	Homo sapiens (Human)	178
SOX2	A0A0B5HSU3	unreviewed	A0A0B5HSU3_HUMAN	Sex determining region Y-box 2	SOX2	Homo sapiens (Human)	183
SOX2	A0A0U3FYV6	unreviewed	A0A0U3FYV6_HUMAN	SRY (Sex determining region Y)-box 2 (Transcription factor SOX-2)	SOX2 hCG_2021649	Homo sapiens (Human)	317
SOX9	P48436	reviewed	SOX9_HUMAN	Transcription factor SOX-9	SOX9	Homo sapiens (Human)	509
SOX9	A0A0U4U3E8	unreviewed	A0A0U4U3E8_HUMAN	SRY (Sex determining region Y)-box9	SOX9	Homo sapiens (Human)	159
SOX9	A0A0U4YWA5	unreviewed	A0A0U4YWA5_HUMAN	SRY (Sex determining region Y)-box9	SOX9	Homo sapiens (Human)	65
SOX9	S6CBB2	unreviewed	S6CBB2_HUMAN	Transcription factor	SOX9	Homo sapiens (Human)	239
SOX9	U5XJY7	unreviewed	U5XJY7_HUMAN	SRY-box 9	SOX9	Homo sapiens (Human)	144
SOX9	U5XJZ1	unreviewed	U5XJZ1_HUMAN	Transcription factor SOX-9	SOX9	Homo sapiens (Human)	143
SOX9	U5XJZ4	unreviewed	U5XJZ4_HUMAN	Transcription factor SOX-9	SOX9	Homo sapiens (Human)	84
SOX9	U5XK44	unreviewed	U5XK44_HUMAN	SRY-box 9	SOX9	Homo sapiens (Human)	144
SOX9	U5XK50	unreviewed	U5XK50_HUMAN	Transcription factor SOX-9	SOX9	Homo sapiens (Human)	143
SOX9	U5XKW5	unreviewed	U5XKW5_HUMAN	SRY-box 9	SOX9	Homo sapiens (Human)	146
SOX9	U5XKW9	unreviewed	U5XKW9_HUMAN	SRY-box 9	SOX9	Homo sapiens (Human)	145
SOX9	U5XMM4	unreviewed	U5XMM4_HUMAN	Transcription factor SOX-9	SOX9	Homo sapiens (Human)	144
SOX9	U5XN63	unreviewed	U5XN63_HUMAN	SRY-box 9	SOX9	Homo sapiens (Human)	140
SOX9	U5XN67	unreviewed	U5XN67_HUMAN	SRY-box 9	SOX9	Homo sapiens (Human)	143
SPEN	Q96T58	reviewed	MINT_HUMAN	Msx2-interacting protein (SMART/HDAC1-associated repressor protein) (SPEN homolog)	SPEN KIAA0929 MINT SHARP	Homo sapiens (Human)	3664
SPEN	A0A669KB49	unreviewed	A0A669KB49_HUMAN	Spen family transcriptional repressor	SPEN	Homo sapiens (Human)	704
SPEN	A0A994J7B7	unreviewed	A0A994J7B7_HUMAN	Spen family transcriptional repressor	SPEN	Homo sapiens (Human)	2170
SPEN	F6WRY4	unreviewed	F6WRY4_HUMAN	Spen family transcriptional repressor	SPEN	Homo sapiens (Human)	135
SPEN	H0Y5U7	unreviewed	H0Y5U7_HUMAN	Spen family transcriptional repressor	SPEN	Homo sapiens (Human)	297
SPOP	O43791	reviewed	SPOP_HUMAN	Speckle-type POZ protein (HIB homolog 1) (Roadkill homolog 1)	SPOP	Homo sapiens (Human)	374
SPOP	A0A590UJA7	unreviewed	A0A590UJA7_HUMAN	Speckle type BTB/POZ protein	SPOP	Homo sapiens (Human)	165
SPOP	D6RA79	unreviewed	D6RA79_HUMAN	Speckle type BTB/POZ protein	SPOP	Homo sapiens (Human)	32
SPOP	D6RBR3	unreviewed	D6RBR3_HUMAN	Speckle type BTB/POZ protein	SPOP	Homo sapiens (Human)	44
SPOP	D6RD94	unreviewed	D6RD94_HUMAN	Speckle type BTB/POZ protein	SPOP	Homo sapiens (Human)	66
SPOP	D6RDG8	unreviewed	D6RDG8_HUMAN	Speckle type BTB/POZ protein	SPOP	Homo sapiens (Human)	238
SPOP	D6RFL7	unreviewed	D6RFL7_HUMAN	Speckle type BTB/POZ protein	SPOP	Homo sapiens (Human)	117
SPOP	D6RGZ4	unreviewed	D6RGZ4_HUMAN	Speckle type BTB/POZ protein	SPOP	Homo sapiens (Human)	185
SPOP	D6RIS7	unreviewed	D6RIS7_HUMAN	Speckle type BTB/POZ protein	SPOP	Homo sapiens (Human)	40
SPOP	H0Y977	unreviewed	H0Y977_HUMAN	Speckle type BTB/POZ protein	SPOP	Homo sapiens (Human)	72
SPRED1	Q7Z699	reviewed	SPRE1_HUMAN	Sprouty-related, EVH1 domain-containing protein 1 (Spred-1) (hSpred1)	SPRED1	Homo sapiens (Human)	444
SPRED1	H0YMN8	unreviewed	H0YMN8_HUMAN	Sprouty related EVH1 domain containing 1	SPRED1	Homo sapiens (Human)	131
SPRED1	L8EBE5	unreviewed	L8EBE5_HUMAN	Alternative protein SPRED1	SPRED1	Homo sapiens (Human)	76
SRC	P12931	reviewed	SRC_HUMAN	Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src)	SRC SRC1	Homo sapiens (Human)	536
SRC	A0A8I5KYU4	unreviewed	A0A8I5KYU4_HUMAN	SRC proto-oncogene, non-receptor tyrosine kinase	SRC	Homo sapiens (Human)	117
SRC	Q71UK5	unreviewed	Q71UK5_HUMAN	Tyrosine kinase pp60c-src	SRC	Homo sapiens (Human)	68
SRCAP	Q6ZRS2	reviewed	SRCAP_HUMAN	Helicase SRCAP (EC 3.6.4.-) (Domino homolog 2) (Snf2-related CBP activator)	SRCAP KIAA0309	Homo sapiens (Human)	3230
SRCAP	A0A087X0E3	unreviewed	A0A087X0E3_HUMAN	Snf2 related CREBBP activator protein	SRCAP	Homo sapiens (Human)	1610
SRCAP	C9J4U4	unreviewed	C9J4U4_HUMAN	Snf2 related CREBBP activator protein	SRCAP	Homo sapiens (Human)	100
SRCAP	G1UI29	unreviewed	G1UI29_HUMAN	Helicase SRCAP	SRCAP	Homo sapiens (Human)	1180
SRCAP	Q6P4A2	unreviewed	Q6P4A2_HUMAN	SRCAP protein	SRCAP	Homo sapiens (Human)	584
SRSF2	Q01130	reviewed	SRSF2_HUMAN	Serine/arginine-rich splicing factor 2 (Protein PR264) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)	SRSF2 SFRS2	Homo sapiens (Human)	221
SRSF2	A0A2I7N9Z4	unreviewed	A0A2I7N9Z4_HUMAN	Serine and arginine rich splicing factor 2 transcript variant 5	SRSF2	Homo sapiens (Human)	69
SRSF2	J3KP15	unreviewed	J3KP15_HUMAN	Serine/arginine-rich splicing factor 2 (Splicing component, 35 kDa) (Splicing factor SC35) (Splicing factor, arginine/serine-rich 2)	SRSF2	Homo sapiens (Human)	214
SRSF2	J3QL05	unreviewed	J3QL05_HUMAN	Serine and arginine rich splicing factor 2	SRSF2	Homo sapiens (Human)	130
STAG2	Q8N3U4	reviewed	STAG2_HUMAN	Cohesin subunit SA-2 (SCC3 homolog 2) (Stromal antigen 2)	STAG2 SA2	Homo sapiens (Human)	1231
STAG2	A0A8I5KUG8	unreviewed	A0A8I5KUG8_HUMAN	Cohesin subunit SA (SCC3 homolog) (Stromal antigen)	STAG2	Homo sapiens (Human)	373
STAG2	A0A8I5KVF8	unreviewed	A0A8I5KVF8_HUMAN	Cohesin subunit SA (SCC3 homolog) (Stromal antigen)	STAG2	Homo sapiens (Human)	1228
STAG2	B1AMS8	unreviewed	B1AMS8_HUMAN	STAG2 cohesin complex component	STAG2	Homo sapiens (Human)	40
STAG2	B1AMS9	unreviewed	B1AMS9_HUMAN	STAG2 cohesin complex component	STAG2	Homo sapiens (Human)	70
STAG2	B1AMT0	unreviewed	B1AMT0_HUMAN	STAG2 cohesin complex component	STAG2	Homo sapiens (Human)	115
STAG2	B1AMT1	unreviewed	B1AMT1_HUMAN	STAG2 cohesin complex component	STAG2	Homo sapiens (Human)	154
STAG2	B1AMT2	unreviewed	B1AMT2_HUMAN	STAG2 cohesin complex component	STAG2	Homo sapiens (Human)	169
STAG2	B1AMT3	unreviewed	B1AMT3_HUMAN	STAG2 cohesin complex component	STAG2	Homo sapiens (Human)	207
STAG2	B1AMT4	unreviewed	B1AMT4_HUMAN	Cohesin subunit SA (SCC3 homolog) (Stromal antigen)	STAG2	Homo sapiens (Human)	548
STAG2	E7ERE6	unreviewed	E7ERE6_HUMAN	STAG2 cohesin complex component	STAG2	Homo sapiens (Human)	58
STAT3	P40763	reviewed	STAT3_HUMAN	Signal transducer and activator of transcription 3 (Acute-phase response factor)	STAT3 APRF	Homo sapiens (Human)	770
STAT3	A0A7I2V2G1	unreviewed	A0A7I2V2G1_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	765
STAT3	A0A7I2V2T1	unreviewed	A0A7I2V2T1_HUMAN	Signal transducer and activator of transcription 3	STAT3	Homo sapiens (Human)	575
STAT3	A0A7I2V395	unreviewed	A0A7I2V395_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	721
STAT3	A0A7I2V3V0	unreviewed	A0A7I2V3V0_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	802
STAT3	A0A7I2V444	unreviewed	A0A7I2V444_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	763
STAT3	A0A7I2V4C8	unreviewed	A0A7I2V4C8_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	742
STAT3	A0A7I2V4F6	unreviewed	A0A7I2V4F6_HUMAN	Signal transducer and activator of transcription 3	STAT3	Homo sapiens (Human)	458
STAT3	A0A7I2V4R2	unreviewed	A0A7I2V4R2_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	727
STAT3	A0A7I2V4R3	unreviewed	A0A7I2V4R3_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	738
STAT3	A0A7I2V552	unreviewed	A0A7I2V552_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	737
STAT3	A0A7I2V5N9	unreviewed	A0A7I2V5N9_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	775
STAT3	A0A7I2YQD2	unreviewed	A0A7I2YQD2_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	726
STAT3	A0A7I2YQI1	unreviewed	A0A7I2YQI1_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	760
STAT3	A0A7I2YQR5	unreviewed	A0A7I2YQR5_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	761
STAT3	B5BTZ6	unreviewed	B5BTZ6_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	769
STAT3	G8JLH9	unreviewed	G8JLH9_HUMAN	Signal transducer and activator of transcription	STAT3	Homo sapiens (Human)	672
STAT3	Q9BXH2	unreviewed	Q9BXH2_HUMAN	STAT3	STAT3	Homo sapiens (Human)	51
STAT5A	P42229	reviewed	STA5A_HUMAN	Signal transducer and activator of transcription 5A	STAT5A STAT5	Homo sapiens (Human)	794
STAT5A	A0A384N5W4	unreviewed	A0A384N5W4_HUMAN	Signal transducer and activator of transcription	STAT5A hCG_16573	Homo sapiens (Human)	794
STAT5A	A0A7I2V380	unreviewed	A0A7I2V380_HUMAN	Signal transducer and activator of transcription	STAT5A	Homo sapiens (Human)	777
STAT5A	A0A7I2YQF1	unreviewed	A0A7I2YQF1_HUMAN	Signal transducer and activator of transcription	STAT5A	Homo sapiens (Human)	761
STAT5A	A0A7I2YQY3	unreviewed	A0A7I2YQY3_HUMAN	Signal transducer and activator of transcription	STAT5A	Homo sapiens (Human)	792
STAT5A	K7EIF9	unreviewed	K7EIF9_HUMAN	Signal transducer and activator of transcription	STAT5A	Homo sapiens (Human)	658
STAT5A	K7EK35	unreviewed	K7EK35_HUMAN	Signal transducer and activator of transcription	STAT5A	Homo sapiens (Human)	763
STAT5A	Q8WWS9	unreviewed	Q8WWS9_HUMAN	Signal transducer and activator of transcription	STAT5A	Homo sapiens (Human)	791
STAT5B	P51692	reviewed	STA5B_HUMAN	Signal transducer and activator of transcription 5B	STAT5B	Homo sapiens (Human)	787
STAT5B	A0A8V8TM84	unreviewed	A0A8V8TM84_HUMAN	Signal transducer and activator of transcription	STAT5B	Homo sapiens (Human)	756
STAT5B	A0A8V8TM91	unreviewed	A0A8V8TM91_HUMAN	Signal transducer and activator of transcription 5B	STAT5B	Homo sapiens (Human)	592
STAT5B	A0A8V8TMA6	unreviewed	A0A8V8TMA6_HUMAN	Signal transducer and activator of transcription 5B	STAT5B	Homo sapiens (Human)	73
STAT5B	A0A8V8TMP4	unreviewed	A0A8V8TMP4_HUMAN	Signal transducer and activator of transcription	STAT5B	Homo sapiens (Human)	766
STAT5B	A0A8V8TMQ6	unreviewed	A0A8V8TMQ6_HUMAN	Signal transducer and activator of transcription 5B	STAT5B	Homo sapiens (Human)	42
STAT5B	A0A8V8TMR0	unreviewed	A0A8V8TMR0_HUMAN	Signal transducer and activator of transcription	STAT5B	Homo sapiens (Human)	642
STAT5B	A0A8V8TP00	unreviewed	A0A8V8TP00_HUMAN	Signal transducer and activator of transcription	STAT5B	Homo sapiens (Human)	746
STAT5B	A0A8V8TP16	unreviewed	A0A8V8TP16_HUMAN	Signal transducer and activator of transcription	STAT5B	Homo sapiens (Human)	786
STAT5B	A0A8V8TP21	unreviewed	A0A8V8TP21_HUMAN	Signal transducer and activator of transcription	STAT5B	Homo sapiens (Human)	702
STAT5B	C9J4I3	unreviewed	C9J4I3_HUMAN	Signal transducer and activator of transcription 5B	STAT5B	Homo sapiens (Human)	156
STAT6	P42226	reviewed	STAT6_HUMAN	Signal transducer and activator of transcription 6 (IL-4 Stat)	STAT6	Homo sapiens (Human)	847
STAT6	A0A1W2PNW1	unreviewed	A0A1W2PNW1_HUMAN	Signal transducer and activator of transcription	STAT6	Homo sapiens (Human)	797
STAT6	A0A494C0T4	unreviewed	A0A494C0T4_HUMAN	Signal transducer and activator of transcription	STAT6	Homo sapiens (Human)	720
STAT6	A0A510GIJ1	unreviewed	A0A510GIJ1_HUMAN	Signal transducer and activator of transcription 6	STAT6	Homo sapiens (Human)	20
STAT6	A0AAQ5BHX1	unreviewed	A0AAQ5BHX1_HUMAN	Signal transducer and activator of transcription 6	STAT6	Homo sapiens (Human)	433
STAT6	A0AAQ5BI40	unreviewed	A0AAQ5BI40_HUMAN	Signal transducer and activator of transcription 6	STAT6	Homo sapiens (Human)	536
STAT6	G3V2L2	unreviewed	G3V2L2_HUMAN	Signal transducer and activator of transcription 6	STAT6	Homo sapiens (Human)	64
STAT6	G3V2M3	unreviewed	G3V2M3_HUMAN	Signal transducer and activator of transcription 6	STAT6	Homo sapiens (Human)	74
STAT6	G3V370	unreviewed	G3V370_HUMAN	Signal transducer and activator of transcription 6	STAT6	Homo sapiens (Human)	154
STAT6	G3V568	unreviewed	G3V568_HUMAN	Signal transducer and activator of transcription 6	STAT6	Homo sapiens (Human)	144
STAT6	G3V5I8	unreviewed	G3V5I8_HUMAN	Signal transducer and activator of transcription 6	STAT6	Homo sapiens (Human)	829
STAT6	G3V5K5	unreviewed	G3V5K5_HUMAN	Signal transducer and activator of transcription 6	STAT6	Homo sapiens (Human)	159
STAT6	H0YIY2	unreviewed	H0YIY2_HUMAN	Signal transducer and activator of transcription 6	STAT6	Homo sapiens (Human)	729
STAT6	H0YJH6	unreviewed	H0YJH6_HUMAN	Signal transducer and activator of transcription	STAT6	Homo sapiens (Human)	865
STAT6	Q5FBW6	unreviewed	Q5FBW6_HUMAN	Signal transducer and activator of transcription 6	STAT6	Homo sapiens (Human)	38
STAT6	Q6LCD8	unreviewed	Q6LCD8_HUMAN	STAT6	Stat6	Homo sapiens (Human)	62
STK11	Q15831	reviewed	STK11_HUMAN	Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1) (LKB1) (hLKB1) (Renal carcinoma antigen NY-REN-19)	STK11 LKB1 PJS	Homo sapiens (Human)	433
STK11	A0A087WT72	unreviewed	A0A087WT72_HUMAN	Serine/threonine kinase 11	STK11	Homo sapiens (Human)	309
STK11	A0A0S2Z4C7	unreviewed	A0A0S2Z4C7_HUMAN	Serine/threonine kinase 11 isoform 3	STK11	Homo sapiens (Human)	135
STK11	A0A0S2Z4D1	unreviewed	A0A0S2Z4D1_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	STK11	Homo sapiens (Human)	433
STK11	A0A1B0GUW2	unreviewed	A0A1B0GUW2_HUMAN	Serine/threonine kinase 11	STK11	Homo sapiens (Human)	43
STK11	A0AAQ5BHS0	unreviewed	A0AAQ5BHS0_HUMAN	Serine/threonine kinase 11	STK11	Homo sapiens (Human)	340
STK11	A0AAQ5BHS4	unreviewed	A0AAQ5BHS4_HUMAN	Serine/threonine kinase 11	STK11	Homo sapiens (Human)	365
STK11	A0AAQ5BHU8	unreviewed	A0AAQ5BHU8_HUMAN	Serine/threonine kinase 11	STK11	Homo sapiens (Human)	350
STK11	A0AAQ5BHW9	unreviewed	A0AAQ5BHW9_HUMAN	Serine/threonine kinase 11	STK11	Homo sapiens (Human)	600
STK11	A0AAQ5BHX7	unreviewed	A0AAQ5BHX7_HUMAN	Serine/threonine kinase 11	STK11	Homo sapiens (Human)	254
STK11	A0AAQ5BHX9	unreviewed	A0AAQ5BHX9_HUMAN	Serine/threonine kinase 11	STK11	Homo sapiens (Human)	419
STK11	D4P556	unreviewed	D4P556_HUMAN	Serine/threonine kinase 11	STK11	Homo sapiens (Human)	34
STK11	K7EMR0	unreviewed	K7EMR0_HUMAN	Serine/threonine kinase 11	STK11	Homo sapiens (Human)	101
STK11	K7EQN8	unreviewed	K7EQN8_HUMAN	Serine/threonine kinase 11	STK11	Homo sapiens (Human)	375
STK11	Q5ZEZ1	unreviewed	Q5ZEZ1_HUMAN	Serine/threonine kinase 11	STK11	Homo sapiens (Human)	84
STK11	Q9NS52	unreviewed	Q9NS52_HUMAN	STK11 [amino acids 371-433]	STK11	Homo sapiens (Human)	63
STK40	Q8N2I9	reviewed	STK40_HUMAN	Serine/threonine-protein kinase 40 (EC 2.7.11.1) (SINK-homologous serine/threonine-protein kinase) (Sugen kinase 495) (SgK495)	STK40 SGK495 SHIK	Homo sapiens (Human)	435
SUFU	Q9UMX1	reviewed	SUFU_HUMAN	Suppressor of fused homolog (SUFUH)	SUFU UNQ650/PRO1280	Homo sapiens (Human)	484
SUFU	A0A223LX15	unreviewed	A0A223LX15_HUMAN	Suppressor of fused homolog	SUFU	Homo sapiens (Human)	526
SUFU	A0A6M5WQ99	unreviewed	A0A6M5WQ99_HUMAN	Negative regulator of hedgehog signaling	SUFU	Homo sapiens (Human)	44
SUZ12	Q15022	reviewed	SUZ12_HUMAN	Polycomb protein SUZ12 (Chromatin precipitated E2F target 9 protein) (ChET 9 protein) (Joined to JAZF1 protein) (Suppressor of zeste 12 protein homolog)	SUZ12 CHET9 JJAZ1 KIAA0160	Homo sapiens (Human)	739
SUZ12	J3QQW9	unreviewed	J3QQW9_HUMAN	SUZ12 polycomb repressive complex 2 subunit	SUZ12	Homo sapiens (Human)	716
SYK	P43405	reviewed	KSYK_HUMAN	Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase) (p72-Syk)	SYK	Homo sapiens (Human)	635
SYK	C3W980	unreviewed	C3W980_HUMAN	Spleen tyrosine kinase	SYK	Homo sapiens (Human)	238
SYK	C3W981	unreviewed	C3W981_HUMAN	Spleen tyrosine kinase	SYK	Homo sapiens (Human)	335
TAP1	Q03518	reviewed	TAP1_HUMAN	Antigen peptide transporter 1 (APT1) (EC 7.4.2.14) (ATP-binding cassette sub-family B member 2) (Peptide supply factor 1) (Peptide transporter PSF1) (PSF-1) (Peptide transporter TAP1) (Peptide transporter involved in antigen processing 1) (Really interesting new gene 4 protein) (RING4)	TAP1 ABCB2 PSF1 RING4 Y3	Homo sapiens (Human)	748
TAP1	A0A0S2Z4R8	unreviewed	A0A0S2Z4R8_HUMAN	Transporter 1 ATP-binding cassette sub-family B isoform 2	TAP1	Homo sapiens (Human)	323
TAP1	A0A0S2Z5A6	unreviewed	A0A0S2Z5A6_HUMAN	ABC-type antigen peptide transporter (EC 7.4.2.14)	TAP1	Homo sapiens (Human)	808
TAP1	A0A140T9T7	unreviewed	A0A140T9T7_HUMAN	ABC-type antigen peptide transporter (EC 7.4.2.14)	TAP1	Homo sapiens (Human)	808
TAP1	A0A2R8Y4Y0	unreviewed	A0A2R8Y4Y0_HUMAN	Transporter 1, ATP binding cassette subfamily B member	TAP1	Homo sapiens (Human)	263
TAP1	A0A8V8TLN3	unreviewed	A0A8V8TLN3_HUMAN	Transporter 1, ATP binding cassette subfamily B member	TAP1	Homo sapiens (Human)	238
TAP1	A0A8V8TLQ7	unreviewed	A0A8V8TLQ7_HUMAN	Transporter 1, ATP binding cassette subfamily B member	TAP1	Homo sapiens (Human)	299
TAP1	A0A8V8TM76	unreviewed	A0A8V8TM76_HUMAN	ABC-type antigen peptide transporter (EC 7.4.2.14)	TAP1	Homo sapiens (Human)	829
TAP1	A0A8V8TN61	unreviewed	A0A8V8TN61_HUMAN	Transporter 1, ATP binding cassette subfamily B member	TAP1	Homo sapiens (Human)	685
TAP1	A0A8V8TNH0	unreviewed	A0A8V8TNH0_HUMAN	Transporter 1, ATP binding cassette subfamily B member	TAP1	Homo sapiens (Human)	705
