sgrna	gene	S1	S2	S3_5	B1	B2	B3	B4	B5	M1	M2	M3_5	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3
gRNA_4303	Fgfr3	3095.0	2159.0	2580.0	757.0	335.0	682.0	727.0	6329.0	622.0	213.0	45.0	95.0	30.0	7.0	7.0	1454.0	576.0	38.0	674.0	404.0
gRNA_4304	Fgfr3	704.0	1657.0	1070.0	285.0	743.0	445.0	11.0	3834.0	479.0	1818.0	1152.0	176.0	184.0	20.0	7.0	1067.0	751.0	17.0	207.0	189.0
gRNA_4329	Fgfr3	1506.0	1505.0	2567.0	1441.0	1006.0	865.0	932.0	5589.0	685.0	1573.0	32.0	55.0	31.0	4.0	3.0	1261.0	756.0	35.0	574.0	556.0
gRNA_4330	Fgfr3	2638.0	1735.0	2389.0	6225.0	262.0	2865.0	401.0	925.0	768.0	154.0	4705.0	23.0	17.0	3.0	15.0	1046.0	438.0	19.0	350.0	339.0
gRNA_4331	Fgfr3	765.0	1428.0	515.0	1025.0	550.0	513.0	283.0	3500.0	349.0	1358.0	209300.0	330.0	170.0	255.0	265.0	617.0	288.0	186.0	426.0	353.0
gRNA_4357	Fgfr4	806.0	799.0	329.0	963.0	471.0	779.0	247.0	11.0	10.0	4.0	2.0	0.0	0.0	0.0	3.0	384.0	210.0	8.0	98.0	109.0
gRNA_4419	Flt1	1356.0	2825.0	769.0	1186.0	1891.0	171.0	1153.0	169.0	35.0	117.0	256.0	357.0	812.0	85.0	4.0	1704.0	550.0	17.0	409.0	708.0
gRNA_4421	Flt1	890.0	3379.0	834.0	1151.0	762.0	882.0	32.0	36008.0	2910.0	4779.0	115.0	78.0	211.0	28.0	6.0	457.0	184.0	7.0	282.0	171.0
gRNA_4422	Flt1	36.0	360.0	118.0	259.0	98.0	65.0	43.0	91.0	4.0	143.0	349.0	17.0	71.0	6.0	0.0	649.0	411.0	16.0	250.0	160.0
gRNA_4440	Flt3	420.0	258.0	682.0	288.0	67.0	1898.0	313.0	13.0	7.0	127.0	1.0	54.0	28.0	4.0	3.0	1326.0	753.0	25.0	873.0	659.0
gRNA_4447	Flt3	2287.0	2226.0	418.0	2211.0	19.0	566.0	71.0	7.0	23.0	73.0	82.0	2.0	183.0	22.0	3.0	41.0	30.0	2.0	80.0	11.0
gRNA_4459	Flt3	1736.0	1161.0	1012.0	2929.0	195.0	4871.0	712.0	35.0	49.0	105.0	41.0	31.0	203.0	23.0	5.0	401.0	165.0	3.0	187.0	61.0
gRNA_4460	Flt3	206.0	2299.0	141.0	252.0	543.0	19.0	201.0	62.0	80.0	156.0	1.0	12.0	40.0	4.0	4.0	149.0	43.0	4.0	22.0	53.0
gRNA_4461	Flt3	827.0	1444.0	2275.0	1504.0	280.0	1813.0	5062.0	115.0	42.0	1512.0	6031.0	63.0	104.0	17.0	17.0	1053.0	561.0	33.0	630.0	591.0
gRNA_4547	Foxa1	698.0	1135.0	254.0	842.0	195.0	104.0	446.0	74.0	192.0	577.0	7.0	69.0	27.0	2.0	2.0	891.0	858.0	11.0	770.0	572.0
gRNA_4548	Foxa1	2889.0	3718.0	5950.0	2779.0	434.0	8555.0	3340.0	10499.0	978.0	246.0	1392.0	192.0	144.0	19.0	11.0	2151.0	721.0	36.0	956.0	993.0
gRNA_4549	Foxa1	289.0	419.0	437.0	239.0	152.0	394.0	454.0	529.0	46.0	25.0	0.0	195.0	246.0	28.0	0.0	871.0	388.0	18.0	295.0	345.0
gRNA_4550	Foxa1	840.0	925.0	1653.0	417.0	526.0	1732.0	494.0	1668.0	139.0	161.0	531.0	523.0	562.0	49.0	10.0	742.0	440.0	38.0	317.0	411.0
gRNA_4562	Foxa1	895.0	895.0	1596.0	1372.0	455.0	1436.0	348.0	1445.0	127.0	96.0	0.0	50.0	30.0	8.0	0.0	771.0	262.0	5.0	667.0	332.0
gRNA_4567	Foxa1	432.0	202.0	568.0	125.0	474.0	536.0	130.0	14.0	10.0	53.0	26.0	179.0	168.0	11.0	5.0	284.0	186.0	4.0	71.0	17.0
gRNA_4577	Foxa1	259.0	1183.0	151.0	94.0	206.0	34.0	238.0	2437.0	174.0	4.0	243.0	177.0	282.0	35.0	4.0	53.0	97.0	14.0	117.0	21.0
gRNA_4578	Foxa1	182.0	81.0	89.0	57.0	3.0	73.0	6.0	9.0	2207.0	2.0	65.0	0.0	0.0	1.0	0.0	59.0	11.0	1.0	1.0	9.0
gRNA_4586	Foxa1	8472.0	2187.0	4553.0	22218.0	385.0	3199.0	4401.0	255.0	309.0	105.0	112.0	65.0	71.0	15.0	19.0	2645.0	1530.0	45.0	1622.0	894.0
gRNA_4587	Foxa1	757.0	765.0	697.0	428.0	784.0	1189.0	204.0	1043.0	84.0	86.0	11.0	11.0	33.0	10.0	2.0	630.0	528.0	12.0	521.0	420.0
gRNA_4589	Foxa1	1874.0	2407.0	2235.0	1343.0	735.0	1162.0	605.0	648.0	69.0	444.0	76.0	98.0	165.0	17.0	4.0	1472.0	957.0	26.0	676.0	646.0
gRNA_4590	Foxa1	1914.0	658.0	1140.0	2281.0	422.0	1090.0	361.0	348.0	3069.0	187.0	325.0	440.0	207.0	25.0	2.0	3289.0	1424.0	52.0	886.0	1380.0
gRNA_4591	Foxa1	1220.0	2021.0	2993.0	1242.0	948.0	23496.0	664.0	674.0	107.0	331.0	971.0	21.0	57.0	8.0	19.0	1934.0	918.0	26.0	1044.0	795.0
gRNA_4621	Foxo1	11.0	176.0	6.0	4.0	9.0	25.0	0.0	52.0	1.0	6.0	0.0	71.0	13.0	0.0	0.0	83.0	104.0	2.0	7.0	2.0
gRNA_4622	Foxo1	414.0	563.0	291.0	804.0	320.0	1643.0	510.0	269.0	240.0	315.0	115.0	121.0	215.0	59.0	3.0	586.0	214.0	11.0	456.0	455.0
gRNA_4627	Foxo1	73.0	47.0	198.0	107.0	31.0	128.0	120.0	2.0	5.0	0.0	0.0	37.0	193.0	21.0	4.0	305.0	102.0	2.0	244.0	187.0
gRNA_4628	Foxo1	15.0	93.0	136.0	108.0	31.0	62.0	369.0	93.0	7.0	46.0	36.0	122.0	160.0	15.0	0.0	219.0	27.0	36.0	26.0	22.0
gRNA_4665	Foxp1	354.0	311.0	322.0	248.0	58.0	52.0	19.0	347.0	19.0	81.0	173.0	21.0	37.0	11.0	2.0	165.0	121.0	4.0	31.0	35.0
gRNA_4704	Fyn	450.0	136.0	63.0	139.0	293.0	184.0	1360.0	21.0	4.0	23.0	1.0	109.0	165.0	23.0	3.0	520.0	603.0	11.0	189.0	147.0
gRNA_4734	Gata2	56.0	648.0	208.0	437.0	119.0	141.0	137.0	53.0	11.0	297.0	187.0	21.0	95.0	7.0	1.0	335.0	125.0	4.0	126.0	174.0
gRNA_4735	Gata2	82.0	3198.0	561.0	356.0	418.0	1007.0	242.0	1138.0	3339.0	46679.0	158.0	7.0	47.0	10.0	12.0	895.0	184.0	18.0	443.0	419.0
gRNA_4770	Gata3	2386.0	653.0	1108.0	2819.0	424.0	1239.0	1106.0	1992.0	342.0	58.0	73.0	475.0	616.0	70.0	5.0	488.0	120.0	6.0	149.0	129.0
gRNA_4782	Gata3	345.0	1277.0	481.0	455.0	242.0	322.0	60.0	4.0	9.0	69.0	24.0	18.0	58.0	10.0	1.0	237.0	110.0	3.0	56.0	106.0
gRNA_4783	Gata3	1978.0	1882.0	1317.0	719.0	281.0	599.0	417.0	495.0	70.0	71.0	220.0	311.0	445.0	36.0	6.0	945.0	518.0	13.0	379.0	276.0
gRNA_4826	Gli1	840.0	1325.0	427.0	124.0	279.0	1184.0	12.0	0.0	13.0	31.0	0.0	449.0	328.0	39.0	4.0	247.0	101.0	6.0	24.0	93.0
gRNA_4827	Gli1	103.0	75.0	39.0	25.0	62.0	78.0	2.0	0.0	1.0	72.0	1.0	103.0	89.0	3.0	1.0	59.0	63.0	2.0	291.0	23.0
gRNA_4828	Gli1	462.0	309.0	1441.0	630.0	64.0	291.0	532.0	126.0	21.0	4.0	94.0	82.0	15.0	4.0	4.0	293.0	251.0	13.0	205.0	234.0
gRNA_4829	Gli1	635.0	385.0	272.0	280.0	197.0	216.0	81.0	191.0	26.0	2.0	5.0	1.0	0.0	1.0	7.0	828.0	418.0	28.0	412.0	399.0
gRNA_4858	Gna13	1502.0	2995.0	1067.0	508.0	1548.0	1760.0	1535.0	1956.0	242.0	59.0	9.0	76.0	297.0	26.0	2.0	1188.0	591.0	19.0	863.0	786.0
gRNA_4884	Gnas	1485.0	2325.0	740.0	504.0	352.0	155.0	1900.0	205.0	31.0	440.0	17539.0	276.0	306.0	46.0	23.0	1925.0	959.0	40.0	704.0	750.0
gRNA_4885	Gnas	1358.0	1616.0	981.0	616.0	389.0	819.0	901.0	164.0	23.0	22.0	74.0	189.0	181.0	22.0	4.0	912.0	226.0	7.0	205.0	246.0
gRNA_4888	Gnas	52.0	5.0	0.0	289.0	41.0	0.0	0.0	0.0	3.0	0.0	0.0	96.0	159.0	21.0	0.0	74.0	19.0	2.0	37.0	6.0
gRNA_4889	Gnas	2006.0	2183.0	881.0	1571.0	245.0	944.0	1601.0	775.0	130.0	580.0	1.0	111.0	127.0	14.0	2.0	288.0	171.0	4.0	63.0	61.0
gRNA_4893	Gnb1	922.0	1923.0	2622.0	778.0	270.0	1177.0	323.0	3351.0	282.0	274.0	71.0	312.0	270.0	35.0	5.0	561.0	208.0	2.0	69.0	82.0
gRNA_4894	Gnb1	1705.0	3520.0	2499.0	944.0	84.0	95.0	1505.0	17.0	173.0	365.0	279.0	174.0	59.0	3.0	5.0	592.0	236.0	4.0	166.0	199.0
gRNA_4961	Grin2a	139.0	86.0	45.0	460.0	6.0	0.0	6.0	604.0	74.0	51.0	146.0	29.0	40.0	2.0	2.0	416.0	161.0	3.0	176.0	35.0
gRNA_4969	Grin2a	553.0	642.0	169.0	177.0	109.0	72.0	220.0	1238.0	108.0	248.0	428.0	28.0	0.0	3.0	0.0	173.0	59.0	4.0	37.0	38.0
gRNA_5176	Hras	577.0	280.0	391.0	566.0	281.0	631.0	62.0	0.0	11.0	3.0	28.0	42.0	90.0	11.0	2.0	330.0	112.0	3.0	86.0	108.0
gRNA_5194	Idh2	1195.0	1249.0	1187.0	324.0	818.0	3233.0	331.0	93003.0	6252.0	157.0	422.0	237.0	543.0	47.0	67.0	1693.0	511.0	96.0	756.0	556.0
gRNA_5227	Igf1r	840.0	1795.0	1620.0	2075.0	347.0	734.0	653.0	1575.0	145.0	36.0	42.0	572.0	456.0	48.0	3.0	530.0	149.0	9.0	122.0	170.0
gRNA_5228	Igf1r	688.0	563.0	284.0	761.0	133.0	279.0	36.0	1.0	12.0	5.0	4.0	44.0	139.0	7.0	1.0	176.0	13.0	27.0	56.0	131.0
gRNA_5229	Igf1r	1199.0	2284.0	3411.0	302.0	234.0	600.0	2116.0	3732.0	289.0	11023.0	104.0	12.0	26.0	3.0	4.0	1967.0	1081.0	30.0	775.0	597.0
gRNA_5236	Igf1r	2626.0	965.0	755.0	1034.0	354.0	657.0	1053.0	171.0	163.0	6.0	256.0	101.0	175.0	17.0	3.0	1435.0	572.0	26.0	656.0	302.0
gRNA_5237	Igf1r	371.0	221.0	149.0	597.0	126.0	173.0	332.0	1219.0	89.0	3.0	0.0	96.0	147.0	27.0	3.0	671.0	227.0	8.0	385.0	332.0
gRNA_5319	Ikzf1	368.0	643.0	662.0	523.0	240.0	781.0	201.0	6.0	5.0	1059.0	159.0	120.0	99.0	21.0	14.0	1334.0	872.0	52.0	958.0	574.0
gRNA_5372	Inha	71.0	64.0	107.0	150.0	0.0	621.0	41.0	29.0	2.0	191.0	119.0	13.0	42.0	7.0	1.0	314.0	201.0	4.0	323.0	221.0
gRNA_5373	Inha	1616.0	2167.0	141.0	1816.0	463.0	43.0	1561.0	581.0	57.0	62.0	0.0	38.0	28.0	7.0	4.0	785.0	200.0	35.0	262.0	195.0
gRNA_5374	Inha	203.0	285.0	280.0	53.0	211.0	0.0	229.0	5.0	1.0	4.0	0.0	76.0	97.0	8.0	0.0	179.0	143.0	3.0	49.0	42.0
gRNA_5454	Inpp4a	1285.0	1237.0	1834.0	908.0	364.0	2467.0	535.0	31.0	286.0	150.0	2.0	78.0	58.0	7.0	12.0	2276.0	1560.0	63.0	1367.0	639.0
gRNA_5455	Inpp4a	2140.0	4744.0	1384.0	2022.0	1965.0	1158.0	2270.0	583.0	106.0	209.0	342.0	158.0	56.0	11.0	4.0	1541.0	644.0	15.0	366.0	706.0
gRNA_5456	Inpp4a	1978.0	1326.0	2216.0	778.0	593.0	1032.0	1851.0	124.0	34.0	94.0	272.0	126.0	58.0	8.0	10.0	1929.0	658.0	17.0	444.0	465.0
gRNA_5477	Inpp4a	4627.0	6502.0	7719.0	8356.0	1427.0	4422.0	1606.0	2478.0	321.0	478.0	310.0	88.0	40.0	11.0	12.0	2617.0	1012.0	31.0	914.0	747.0
gRNA_5501	Inppl1	210.0	1992.0	206.0	63.0	72.0	141.0	52.0	98.0	12.0	14.0	65.0	0.0	0.0	0.0	2.0	745.0	471.0	25.0	754.0	473.0
gRNA_5509	Inppl1	2174.0	875.0	381.0	428.0	499.0	81.0	73.0	213.0	22.0	1.0	10.0	128.0	290.0	29.0	3.0	1114.0	613.0	21.0	330.0	458.0
gRNA_5561	Insr	384.0	421.0	133.0	293.0	264.0	144.0	12.0	152.0	13.0	1366.0	5.0	249.0	189.0	28.0	1.0	100.0	40.0	2.0	21.0	50.0
gRNA_5614	Irf4	1060.0	1422.0	1334.0	1212.0	185.0	1116.0	2353.0	322.0	41.0	29.0	35.0	117.0	251.0	29.0	1.0	512.0	144.0	6.0	197.0	166.0
gRNA_5615	Irf4	834.0	437.0	463.0	2183.0	78.0	3520.0	454.0	28.0	36.0	699.0	10.0	51.0	115.0	17.0	8.0	580.0	186.0	3.0	378.0	184.0
gRNA_5618	Irf8	900.0	842.0	453.0	1991.0	356.0	570.0	1647.0	2910.0	193.0	0.0	40.0	48.0	70.0	4.0	2.0	516.0	157.0	6.0	99.0	121.0
gRNA_5620	Irf8	934.0	1984.0	3248.0	666.0	155.0	836.0	1880.0	32.0	12.0	51.0	48.0	74.0	165.0	19.0	2.0	216.0	132.0	1.0	34.0	64.0
gRNA_5621	Irf8	191.0	491.0	285.0	117.0	62.0	596.0	131.0	1058.0	73.0	17.0	339.0	26.0	186.0	15.0	3.0	255.0	208.0	3.0	60.0	59.0
gRNA_5623	Irs1	1995.0	1363.0	1578.0	1476.0	74.0	1341.0	367.0	4.0	39.0	206.0	3.0	165.0	136.0	18.0	4.0	962.0	583.0	38.0	591.0	370.0
gRNA_5624	Irs1	1311.0	5101.0	3191.0	1888.0	1109.0	1158.0	2518.0	1523.0	287.0	116.0	4.0	238.0	144.0	27.0	4.0	2391.0	1524.0	70.0	1339.0	1240.0
gRNA_5625	Irs1	298.0	897.0	512.0	119.0	134.0	99.0	364.0	1045.0	68.0	50.0	64.0	66.0	83.0	8.0	1.0	442.0	77.0	6.0	187.0	254.0
gRNA_5626	Irs1	2782.0	1172.0	2137.0	1563.0	157.0	5585.0	917.0	166.0	34.0	28.0	18755.0	247.0	333.0	48.0	37.0	3160.0	1157.0	58.0	1389.0	1163.0
gRNA_5627	Irs1	2152.0	3152.0	865.0	4820.0	1000.0	204.0	740.0	2365.0	295.0	201.0	8.0	537.0	638.0	65.0	8.0	2813.0	1552.0	145.0	1294.0	1073.0
gRNA_5628	Irs1	1573.0	2032.0	1034.0	414.0	858.0	347.0	12581.0	162.0	40.0	14325.0	137.0	62.0	286.0	32.0	6.0	1566.0	721.0	26.0	936.0	650.0
gRNA_5740	Jak1	2874.0	1060.0	1334.0	788.0	163.0	3042.0	1212.0	1668.0	166.0	30.0	117.0	110.0	23.0	7.0	4.0	1043.0	547.0	13.0	333.0	386.0
gRNA_5741	Jak1	1742.0	1422.0	1130.0	2141.0	444.0	212.0	141.0	10598.0	847.0	186.0	79.0	41.0	123.0	18.0	2.0	668.0	102.0	11.0	112.0	102.0
gRNA_5742	Jak1	1733.0	3892.0	3231.0	1633.0	672.0	1520.0	629.0	8222.0	762.0	269.0	269.0	279.0	156.0	20.0	7.0	672.0	173.0	8.0	181.0	181.0
gRNA_5769	Jak2	144.0	228.0	55.0	158.0	80.0	117.0	12.0	753.0	139.0	9.0	1.0	208.0	472.0	46.0	4.0	318.0	49.0	3.0	98.0	105.0
gRNA_5772	Jak2	452.0	1622.0	1682.0	874.0	724.0	2924.0	294.0	2.0	22.0	396.0	10.0	5.0	71.0	7.0	1.0	614.0	513.0	12.0	428.0	460.0
gRNA_5773	Jak2	833.0	1348.0	2552.0	357.0	47.0	2010.0	468.0	1059.0	100.0	118.0	11.0	82.0	183.0	20.0	2.0	356.0	197.0	3.0	135.0	299.0
gRNA_5776	Jak2	1461.0	783.0	231.0	306.0	74.0	326.0	92.0	206.0	20.0	82.0	121.0	52.0	191.0	14.0	0.0	98.0	7.0	2.0	130.0	31.0
gRNA_5777	Jak2	1808.0	3054.0	1820.0	1087.0	339.0	1602.0	1459.0	241.0	149.0	184.0	26.0	145.0	185.0	19.0	4.0	660.0	152.0	7.0	177.0	66.0
gRNA_5792	Jak3	513.0	1373.0	249.0	1144.0	191.0	142.0	11.0	40623.0	3949.0	41.0	6.0	114.0	236.0	19.0	12.0	403.0	122.0	12.0	101.0	186.0
gRNA_5854	Kdm5c	46.0	54.0	65.0	5.0	79.0	38.0	0.0	0.0	0.0	3.0	29.0	105.0	190.0	12.0	1.0	109.0	73.0	3.0	64.0	62.0
gRNA_5860	Kdm5c	3463.0	3660.0	4012.0	4064.0	751.0	4528.0	3689.0	4786.0	656.0	113.0	456.0	39.0	155.0	13.0	5.0	1092.0	272.0	5.0	250.0	296.0
gRNA_5861	Kdm5c	2874.0	3195.0	458.0	344.0	597.0	71.0	2005.0	237.0	127.0	36.0	0.0	86.0	9.0	4.0	3.0	522.0	238.0	7.0	127.0	130.0
gRNA_5864	Kdm5c	765.0	3157.0	1979.0	736.0	500.0	2578.0	2566.0	1793.0	166.0	147.0	170.0	213.0	223.0	33.0	11.0	1428.0	412.0	14.0	406.0	217.0
gRNA_5865	Kdm5c	922.0	136.0	200.0	790.0	27.0	206.0	412.0	2233.0	209.0	28.0	0.0	45.0	46.0	6.0	1.0	129.0	16.0	1.0	35.0	36.0
gRNA_5912	Kdm6a	3185.0	3815.0	250.0	1200.0	261.0	255.0	579.0	303.0	38.0	61.0	140.0	109.0	209.0	18.0	4.0	38.0	18.0	0.0	7.0	8.0
gRNA_6000	Kdr	843.0	1189.0	1369.0	346.0	140.0	6236.0	940.0	334.0	33.0	1151.0	104.0	71.0	114.0	14.0	7.0	624.0	546.0	64.0	368.0	416.0
gRNA_6063	Keap1	2249.0	1862.0	1900.0	1376.0	449.0	3879.0	322.0	241.0	34.0	756.0	134.0	0.0	2.0	1.0	16.0	1579.0	883.0	43.0	1042.0	1166.0
gRNA_6064	Keap1	567.0	1050.0	1829.0	1362.0	1186.0	1785.0	3068.0	1971.0	1025.0	2377.0	2502.0	214.0	104.0	25.0	7.0	1374.0	1317.0	55.0	1896.0	1383.0
gRNA_6080	Keap1	249.0	417.0	778.0	349.0	164.0	1199.0	322.0	7.0	11.0	132.0	477.0	246.0	109.0	16.0	2.0	949.0	496.0	19.0	963.0	434.0
gRNA_6081	Keap1	457.0	295.0	1009.0	652.0	342.0	312.0	322.0	3.0	9.0	30.0	1.0	273.0	116.0	14.0	2.0	81.0	22.0	3.0	94.0	17.0
gRNA_6086	Keap1	1035.0	407.0	1735.0	2470.0	133.0	694.0	173.0	6.0	36.0	68.0	195.0	42.0	148.0	16.0	5.0	811.0	255.0	9.0	453.0	306.0
gRNA_6087	Keap1	2044.0	1161.0	4952.0	2174.0	200.0	5677.0	1325.0	261.0	435.0	271.0	40.0	83.0	19.0	2.0	9.0	982.0	408.0	26.0	269.0	447.0
gRNA_6103	Kit	1302.0	1123.0	1307.0	831.0	162.0	684.0	1257.0	863.0	70.0	191.0	8.0	103.0	17.0	3.0	1.0	411.0	77.0	1.0	153.0	150.0
gRNA_6104	Kit	88.0	250.0	496.0	100.0	65.0	162.0	10.0	183.0	20.0	8.0	37.0	19.0	48.0	3.0	0.0	159.0	82.0	7.0	31.0	106.0
gRNA_6105	Kit	3186.0	2083.0	2511.0	1567.0	281.0	1525.0	226.0	1103.0	114.0	33.0	3.0	62.0	13.0	4.0	2.0	1015.0	513.0	77.0	346.0	199.0
gRNA_6109	Kit	335.0	116.0	43.0	123.0	155.0	353.0	7.0	57.0	3.0	145.0	328.0	193.0	257.0	26.0	6.0	214.0	107.0	3.0	55.0	12.0
gRNA_6110	Kit	875.0	102.0	719.0	222.0	49.0	79.0	54.0	144.0	19.0	57.0	133.0	142.0	115.0	23.0	2.0	598.0	189.0	7.0	246.0	243.0
gRNA_6111	Kit	389.0	621.0	884.0	288.0	110.0	387.0	107.0	584.0	55.0	59.0	141.0	17.0	85.0	13.0	1.0	474.0	209.0	10.0	100.0	140.0
gRNA_6112	Kit	601.0	254.0	108.0	1266.0	213.0	479.0	6.0	0.0	107.0	99.0	144.0	205.0	142.0	31.0	34.0	679.0	253.0	6.0	420.0	348.0
gRNA_6113	Kit	2192.0	2731.0	1955.0	2702.0	292.0	4115.0	638.0	772.0	241.0	918.0	144.0	103.0	52.0	12.0	4.0	1060.0	420.0	17.0	711.0	359.0
gRNA_6117	Kit	287.0	125.0	197.0	617.0	48.0	168.0	138.0	81.0	14.0	141.0	81.0	50.0	15.0	0.0	2.0	448.0	118.0	2.0	101.0	291.0
gRNA_6125	Kit	106.0	50.0	46.0	73.0	51.0	77.0	19.0	0.0	2.0	0.0	1.0	131.0	41.0	18.0	1.0	225.0	89.0	13.0	136.0	146.0
gRNA_6134	Klf4	2481.0	1704.0	1179.0	1358.0	235.0	561.0	747.0	54.0	75.0	30051.0	213.0	54.0	64.0	10.0	8.0	419.0	358.0	7.0	258.0	380.0
gRNA_6135	Klf4	455.0	224.0	285.0	530.0	28.0	596.0	111.0	235.0	25.0	6.0	0.0	126.0	303.0	30.0	1.0	621.0	149.0	2.0	74.0	141.0
gRNA_6257	Kmt2b	781.0	382.0	1701.0	360.0	377.0	2733.0	1186.0	24.0	1379.0	0.0	101.0	277.0	314.0	26.0	3.0	637.0	189.0	6.0	116.0	79.0
gRNA_6265	Kmt2b	1.0	50.0	0.0	48.0	28.0	0.0	14.0	227.0	17.0	56.0	0.0	104.0	301.0	39.0	2.0	4.0	10.0	0.0	3.0	2.0
gRNA_6266	Kmt2b	1973.0	2367.0	2949.0	1624.0	568.0	9388.0	715.0	11.0	239.0	4143.0	331.0	93.0	178.0	13.0	10.0	711.0	525.0	16.0	382.0	256.0
gRNA_6383	Kmt2c	14210.0	17110.0	23251.0	5655.0	3360.0	2008.0	14829.0	657.0	165.0	414.0	9635.0	55.0	55.0	19.0	25.0	867.0	381.0	27.0	448.0	402.0
gRNA_6384	Kmt2c	1110.0	1489.0	5829.0	1435.0	432.0	1399.0	1985.0	588.0	80.0	107.0	1.0	0.0	1.0	4.0	4.0	2438.0	1153.0	18.0	931.0	939.0
gRNA_6472	Kmt2d	515.0	790.0	747.0	1037.0	2201.0	12362.0	1886.0	1107.0	95.0	7.0	2.0	238.0	298.0	34.0	10.0	561.0	321.0	16.0	97.0	97.0
gRNA_6473	Kmt2d	89.0	83.0	83.0	65.0	0.0	26.0	1.0	2.0	1.0	0.0	0.0	60.0	58.0	9.0	0.0	214.0	81.0	5.0	77.0	119.0
gRNA_6479	Kmt2d	1510.0	4472.0	1396.0	2977.0	881.0	3131.0	822.0	1922.0	209.0	112.0	18.0	209.0	90.0	11.0	4.0	1739.0	596.0	21.0	1124.0	1187.0
gRNA_6480	Kmt2d	62.0	8.0	1.0	57.0	0.0	0.0	147.0	1.0	0.0	0.0	0.0	111.0	35.0	6.0	1.0	226.0	60.0	0.0	40.0	119.0
gRNA_6487	Kmt2d	119.0	260.0	148.0	82.0	91.0	39.0	241.0	269.0	6.0	0.0	3.0	90.0	255.0	18.0	0.0	78.0	88.0	1.0	38.0	42.0
gRNA_6488	Kmt2d	36.0	299.0	3.0	4.0	199.0	44.0	3.0	0.0	0.0	1.0	0.0	78.0	120.0	9.0	0.0	30.0	1.0	1.0	0.0	0.0
gRNA_6525	Kmt2d	1941.0	1642.0	1136.0	2788.0	952.0	1626.0	918.0	1241.0	92.0	35.0	3.0	343.0	107.0	13.0	3.0	676.0	268.0	6.0	210.0	269.0
gRNA_6526	Kmt2d	4523.0	2442.0	943.0	2131.0	368.0	510.0	361.0	1299.0	112.0	60.0	19.0	314.0	241.0	32.0	7.0	1346.0	656.0	17.0	576.0	525.0
gRNA_6527	Kmt2d	2146.0	1467.0	2399.0	1607.0	106.0	1547.0	398.0	63.0	27.0	11.0	120.0	21.0	21.0	7.0	2.0	1027.0	368.0	23.0	423.0	378.0
gRNA_6604	Kmt2d	134.0	500.0	410.0	22.0	4.0	160.0	259.0	81.0	8.0	414.0	8.0	17.0	97.0	5.0	1.0	700.0	266.0	10.0	278.0	142.0
gRNA_6629	Kmt2d	483.0	309.0	184.0	196.0	165.0	1.0	651.0	70.0	6.0	1.0	0.0	4.0	1.0	4.0	0.0	89.0	70.0	3.0	108.0	38.0
gRNA_6712	Kras	311.0	732.0	794.0	582.0	81.0	769.0	153.0	349.0	36.0	24.0	30.0	141.0	259.0	27.0	3.0	1225.0	547.0	21.0	716.0	394.0
gRNA_6717	Kras	131.0	294.0	156.0	40.0	103.0	327.0	45.0	0.0	0.0	83.0	894.0	122.0	231.0	37.0	1.0	231.0	93.0	4.0	64.0	57.0
gRNA_6743	Lats1	932.0	686.0	992.0	468.0	37.0	1488.0	958.0	142.0	28.0	9959.0	38.0	1.0	1.0	1.0	4.0	1115.0	565.0	16.0	332.0	235.0
gRNA_6744	Lats1	2034.0	1529.0	1521.0	2332.0	334.0	1478.0	343.0	1000.0	369.0	6.0	11.0	213.0	412.0	32.0	3.0	787.0	185.0	10.0	492.0	525.0
gRNA_6745	Lats1	819.0	775.0	520.0	192.0	176.0	316.0	409.0	389.0	41.0	72.0	2629.0	93.0	218.0	15.0	6.0	1889.0	643.0	23.0	788.0	792.0
gRNA_6759	Lats1	303.0	166.0	249.0	334.0	66.0	69.0	2.0	8.0	6.0	371.0	9.0	29.0	0.0	2.0	1.0	1079.0	535.0	26.0	474.0	552.0
gRNA_6781	Lck	8.0	64.0	365.0	206.0	116.0	204.0	172.0	2.0	3.0	34.0	245.0	105.0	206.0	19.0	3.0	1568.0	567.0	20.0	625.0	584.0
gRNA_6782	Lck	920.0	558.0	798.0	175.0	114.0	193.0	20.0	3242.0	260.0	69.0	9.0	147.0	204.0	23.0	2.0	187.0	94.0	3.0	83.0	82.0
gRNA_6797	Lyn	322.0	1934.0	282.0	543.0	269.0	193.0	116.0	1537.0	119.0	105.0	1.0	201.0	233.0	36.0	5.0	957.0	398.0	9.0	319.0	512.0
gRNA_6829	Map2k1	354.0	2264.0	941.0	530.0	183.0	952.0	1228.0	680.0	58.0	74.0	237.0	1.0	0.0	0.0	1.0	628.0	194.0	6.0	102.0	186.0
gRNA_6830	Map2k1	541.0	1458.0	287.0	375.0	847.0	193.0	202.0	174.0	149.0	133.0	119.0	1.0	1.0	1.0	1.0	1047.0	323.0	11.0	566.0	383.0
gRNA_6831	Map2k1	1469.0	1971.0	2056.0	602.0	499.0	2253.0	998.0	1182.0	96.0	363.0	227.0	136.0	282.0	47.0	4.0	474.0	214.0	3.0	122.0	169.0
gRNA_6832	Map2k1	404.0	1872.0	633.0	215.0	169.0	1056.0	114.0	71.0	17.0	1456.0	128.0	46.0	256.0	28.0	37.0	427.0	178.0	17.0	151.0	96.0
