sgRNA	gene	spleen1	spleen2	spleen3	spleen4	bonemarrow1	bonemarrow2	bonemarrow3	bonemarrow4	bonemarrow5	meninges1	meninges2	meninges3	meninges4	meninges5	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3	plasmidlib
gRNA_3686	Ercc2	232.0	1841.0	486.0	524.0	648.0	582.0	707.0	156.0	329.0	136.0	35.0	803.0	195.0	106.0	133.0	556.0	342.0	796.0	761.0	395.0	290.0	312.0	541.0	329.0
gRNA_3692	Ercc2	230.0	598.0	113.0	319.0	402.0	572.0	336.0	211.0	218.0	287.0	154.0	132.0	12103.0	45.0	359.0	490.0	369.0	581.0	732.0	464.0	496.0	331.0	763.0	697.0
gRNA_3693	Ercc2	875.0	2344.0	1115.0	1047.0	1220.0	2143.0	1730.0	1219.0	3635.0	328.0	467.0	2186.0	1983.0	561.0	1265.0	1612.0	1723.0	1385.0	1524.0	1315.0	1724.0	1092.0	1297.0	1379.0
gRNA_3694	Ercc2	215.0	234.0	144.0	119.0	360.0	390.0	246.0	182.0	652.0	456.0	178.0	89.0	150.0	888.0	199.0	584.0	315.0	728.0	804.0	395.0	657.0	394.0	659.0	625.0
gRNA_3698	Ercc2	950.0	3083.0	1223.0	1229.0	664.0	3208.0	1648.0	971.0	1261.0	303.0	100.0	1764.0	4617.0	1153.0	381.0	909.0	747.0	1289.0	818.0	1205.0	1256.0	889.0	1583.0	803.0
gRNA_3699	Ercc2	220.0	661.0	184.0	811.0	3060.0	1318.0	812.0	478.0	1092.0	657.0	363.0	129.0	2538.0	188.0	585.0	837.0	995.0	1149.0	942.0	789.0	762.0	487.0	712.0	606.0
gRNA_3703	Ercc2	575.0	1115.0	1054.0	151.0	1545.0	483.0	3450.0	45.0	130.0	748.0	37.0	31.0	39.0	45.0	46.0	205.0	97.0	298.0	193.0	176.0	152.0	102.0	92.0	407.0
gRNA_3704	Ercc2	1012.0	2661.0	687.0	1436.0	1335.0	1173.0	1140.0	317.0	1693.0	194.0	213.0	4644.0	256.0	708.0	463.0	1120.0	1000.0	1342.0	1386.0	911.0	991.0	913.0	1398.0	729.0
gRNA_3705	Ercc2	80.0	226.0	464.0	174.0	229.0	1850.0	303.0	97.0	1240.0	37.0	153.0	206.0	367.0	245.0	289.0	739.0	472.0	302.0	382.0	506.0	581.0	275.0	428.0	494.0
gRNA_3711	Ercc2	650.0	1817.0	1074.0	999.0	789.0	2414.0	2707.0	270.0	786.0	352.0	559.0	190.0	1429.0	258.0	913.0	1263.0	1745.0	1524.0	1364.0	1034.0	912.0	938.0	1824.0	829.0
gRNA_3712	Ercc2	246.0	986.0	120.0	703.0	685.0	1595.0	318.0	543.0	294.0	697.0	2001.0	252.0	173.0	700.0	1216.0	829.0	1412.0	947.0	1061.0	1078.0	1026.0	768.0	1058.0	698.0
gRNA_3754	Ercc4	490.0	691.0	415.0	449.0	800.0	1552.0	650.0	509.0	500.0	659.0	57.0	31.0	3398.0	79.0	351.0	432.0	450.0	724.0	511.0	516.0	377.0	399.0	642.0	266.0
gRNA_3755	Ercc4	449.0	706.0	687.0	973.0	2654.0	1746.0	1766.0	788.0	1204.0	536.0	85.0	48.0	1330.0	390.0	232.0	662.0	1014.0	836.0	1150.0	940.0	955.0	529.0	734.0	469.0
gRNA_3804	Erg	124.0	162.0	155.0	171.0	664.0	276.0	202.0	89.0	49.0	98.0	28.0	313.0	145.0	60.0	40.0	337.0	285.0	241.0	601.0	278.0	409.0	324.0	286.0	219.0
gRNA_3805	Erg	154.0	609.0	218.0	86.0	476.0	625.0	376.0	76.0	135.0	144.0	160.0	43.0	1241.0	65.0	24.0	324.0	321.0	307.0	521.0	591.0	465.0	185.0	309.0	245.0
gRNA_3806	Erg	194.0	1210.0	759.0	670.0	1356.0	1646.0	824.0	515.0	267.0	347.0	592.0	117.0	806.0	635.0	147.0	742.0	804.0	1019.0	1217.0	766.0	892.0	489.0	871.0	529.0
gRNA_3838	Esr1	177.0	617.0	224.0	232.0	365.0	450.0	301.0	582.0	1032.0	208.0	15.0	150.0	428.0	92.0	247.0	498.0	334.0	508.0	277.0	399.0	510.0	337.0	377.0	376.0
gRNA_3842	Esr1	447.0	920.0	712.0	476.0	809.0	2343.0	702.0	374.0	793.0	2025.0	334.0	257.0	1725.0	118.0	841.0	859.0	782.0	1104.0	1444.0	658.0	859.0	905.0	1276.0	838.0
gRNA_3843	Esr1	320.0	855.0	288.0	304.0	1138.0	1083.0	1454.0	415.0	315.0	191.0	513.0	2653.0	702.0	718.0	980.0	884.0	1105.0	767.0	1056.0	810.0	802.0	630.0	1091.0	777.0
gRNA_3861	Esr1	410.0	798.0	821.0	400.0	971.0	3115.0	1720.0	515.0	971.0	239.0	831.0	224.0	1784.0	256.0	550.0	685.0	802.0	870.0	1099.0	643.0	857.0	716.0	1090.0	681.0
gRNA_3868	Esr1	879.0	3172.0	1895.0	2218.0	1252.0	6475.0	3161.0	640.0	2897.0	450.0	392.0	285.0	1538.0	453.0	1034.0	1300.0	1430.0	1967.0	1161.0	1195.0	1295.0	939.0	1542.0	1205.0
gRNA_3905	Etv6	195.0	1326.0	605.0	343.0	334.0	1517.0	3025.0	368.0	2552.0	124.0	174.0	247.0	402.0	41.0	86.0	336.0	192.0	638.0	381.0	471.0	370.0	234.0	330.0	333.0
gRNA_3906	Etv6	78.0	238.0	118.0	99.0	99.0	160.0	121.0	33.0	60.0	46.0	49.0	45.0	33.0	504.0	35.0	181.0	66.0	182.0	197.0	157.0	122.0	65.0	133.0	350.0
gRNA_3907	Etv6	35.0	69.0	15.0	52.0	750.0	195.0	46.0	83.0	398.0	7.0	475.0	83.0	6.0	38.0	94.0	156.0	98.0	347.0	354.0	103.0	138.0	74.0	44.0	275.0
gRNA_3908	Etv6	158.0	960.0	382.0	262.0	1299.0	780.0	525.0	223.0	382.0	371.0	197.0	83.0	738.0	342.0	401.0	828.0	428.0	598.0	783.0	519.0	735.0	539.0	823.0	670.0
gRNA_3909	Etv6	424.0	1052.0	278.0	426.0	1570.0	1730.0	1133.0	1003.0	701.0	532.0	455.0	3606.0	407.0	2075.0	178.0	564.0	352.0	814.0	1749.0	1165.0	823.0	545.0	1013.0	600.0
gRNA_3923	Etv6	586.0	2144.0	1082.0	1337.0	1136.0	6109.0	3527.0	2371.0	1833.0	1228.0	280.0	4475.0	313.0	567.0	868.0	1139.0	1590.0	1882.0	2017.0	1749.0	1478.0	1299.0	1523.0	931.0
gRNA_3924	Etv6	481.0	1300.0	496.0	492.0	2095.0	2708.0	6602.0	682.0	1140.0	203.0	1492.0	377.0	1955.0	1126.0	1362.0	1286.0	1443.0	1721.0	1033.0	1401.0	1202.0	776.0	974.0	996.0
gRNA_3925	Etv6	799.0	1251.0	746.0	1305.0	2026.0	804.0	1128.0	496.0	326.0	856.0	350.0	619.0	588.0	1782.0	231.0	1061.0	1246.0	966.0	1102.0	900.0	804.0	474.0	467.0	947.0
gRNA_3926	Etv6	1018.0	1509.0	1149.0	1621.0	3557.0	3488.0	2888.0	1052.0	1014.0	442.0	1100.0	3297.0	1394.0	2757.0	316.0	1032.0	1299.0	1202.0	1478.0	1259.0	1126.0	987.0	988.0	654.0
gRNA_3964	Ezh2	584.0	1261.0	793.0	784.0	1179.0	2156.0	1060.0	722.0	572.0	366.0	1184.0	5092.0	541.0	1940.0	492.0	1152.0	1449.0	1706.0	1058.0	1623.0	922.0	1191.0	1138.0	866.0
gRNA_3975	Ezh2	250.0	462.0	381.0	413.0	839.0	1902.0	427.0	209.0	219.0	292.0	457.0	950.0	758.0	225.0	863.0	914.0	1029.0	1445.0	598.0	561.0	928.0	595.0	772.0	726.0
gRNA_3976	Ezh2	2.0	46.0	0.0	4.0	20.0	18.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	23.0	3.0	5.0	0.0	0.0	34.0	3.0	6.0
gRNA_3985	Ezh2	239.0	1575.0	218.0	283.0	1086.0	335.0	440.0	133.0	351.0	229.0	39.0	460.0	601.0	161.0	298.0	705.0	753.0	1217.0	761.0	1027.0	870.0	623.0	780.0	399.0
gRNA_3995	Fas	502.0	1542.0	1517.0	1168.0	1824.0	2329.0	3726.0	625.0	1783.0	670.0	410.0	2515.0	6436.0	374.0	2299.0	1387.0	2043.0	2153.0	2498.0	1993.0	1999.0	1493.0	2826.0	1292.0
gRNA_3996	Fas	443.0	869.0	775.0	355.0	1546.0	706.0	5584.0	564.0	514.0	913.0	485.0	194.0	841.0	282.0	763.0	916.0	954.0	806.0	1192.0	631.0	617.0	467.0	820.0	582.0
gRNA_4012	Fat1	400.0	685.0	759.0	1245.0	1181.0	2165.0	2326.0	352.0	1007.0	427.0	80.0	136.0	648.0	329.0	667.0	779.0	954.0	919.0	1020.0	658.0	960.0	622.0	727.0	520.0
gRNA_4021	Fat1	0.0	0.0	45.0	0.0	0.0	185.0	12.0	0.0	30.0	0.0	1.0	41.0	0.0	0.0	0.0	4.0	1.0	60.0	0.0	0.0	0.0	0.0	0.0	4.0
gRNA_4032	Fat1	268.0	1828.0	564.0	755.0	854.0	1974.0	631.0	478.0	618.0	1209.0	80.0	506.0	967.0	88.0	310.0	787.0	634.0	980.0	778.0	682.0	576.0	506.0	641.0	864.0
gRNA_4033	Fat1	511.0	937.0	489.0	657.0	1077.0	1733.0	770.0	836.0	679.0	812.0	183.0	539.0	2666.0	817.0	259.0	535.0	415.0	1475.0	1121.0	871.0	918.0	730.0	1281.0	835.0
gRNA_4104	Fbxw7	240.0	1168.0	347.0	587.0	1324.0	1670.0	651.0	413.0	557.0	118.0	317.0	995.0	258.0	734.0	315.0	958.0	1056.0	1885.0	2047.0	1185.0	1804.0	852.0	1591.0	645.0
gRNA_4105	Fbxw7	406.0	1452.0	1349.0	460.0	1332.0	2446.0	8877.0	926.0	527.0	1062.0	241.0	1381.0	1422.0	626.0	179.0	902.0	886.0	1288.0	949.0	732.0	963.0	641.0	941.0	559.0
gRNA_4106	Fbxw7	425.0	1577.0	429.0	625.0	1119.0	1340.0	738.0	211.0	705.0	163.0	180.0	2202.0	512.0	1287.0	242.0	1011.0	874.0	928.0	1274.0	1079.0	972.0	709.0	1114.0	517.0
gRNA_4111	Fbxw7	109.0	417.0	472.0	628.0	628.0	1344.0	1087.0	1219.0	645.0	712.0	37.0	2749.0	846.0	1649.0	645.0	789.0	855.0	1504.0	1454.0	1029.0	915.0	981.0	1109.0	649.0
gRNA_4116	Fbxw7	48.0	293.0	219.0	279.0	617.0	448.0	344.0	885.0	122.0	260.0	25.0	162.0	59.0	238.0	730.0	847.0	750.0	796.0	1479.0	620.0	696.0	525.0	687.0	651.0
gRNA_4117	Fbxw7	235.0	2078.0	448.0	1362.0	726.0	1306.0	890.0	574.0	654.0	511.0	140.0	1356.0	551.0	1288.0	1034.0	1115.0	1343.0	1482.0	1734.0	970.0	1310.0	1193.0	1410.0	669.0
gRNA_4118	Fbxw7	516.0	1272.0	341.0	627.0	2270.0	2082.0	1005.0	573.0	927.0	1337.0	381.0	87.0	9239.0	634.0	505.0	916.0	1230.0	1218.0	1267.0	955.0	1193.0	987.0	1315.0	559.0
gRNA_4119	Fbxw7	367.0	1061.0	379.0	441.0	1625.0	1740.0	728.0	245.0	658.0	265.0	57.0	515.0	363.0	452.0	454.0	1019.0	896.0	1362.0	1048.0	934.0	925.0	719.0	927.0	983.0
gRNA_4141	Fbxw7	98.0	202.0	51.0	75.0	409.0	315.0	401.0	64.0	100.0	155.0	87.0	196.0	206.0	51.0	487.0	977.0	782.0	668.0	948.0	926.0	642.0	457.0	685.0	735.0
gRNA_4142	Fbxw7	103.0	313.0	191.0	175.0	841.0	368.0	363.0	269.0	315.0	47.0	444.0	451.0	52.0	136.0	386.0	825.0	694.0	1298.0	1267.0	846.0	793.0	708.0	816.0	698.0
gRNA_4143	Fbxw7	393.0	361.0	192.0	364.0	1157.0	501.0	1012.0	399.0	437.0	236.0	481.0	110.0	389.0	18.0	308.0	754.0	669.0	830.0	997.0	985.0	948.0	475.0	745.0	557.0
gRNA_4144	Fbxw7	106.0	206.0	69.0	238.0	171.0	313.0	573.0	177.0	174.0	307.0	593.0	33.0	49.0	305.0	88.0	399.0	221.0	214.0	480.0	326.0	311.0	192.0	303.0	352.0
gRNA_4191	Fgf4	341.0	994.0	341.0	358.0	1181.0	2265.0	1202.0	2513.0	999.0	381.0	1293.0	226.0	3650.0	377.0	793.0	779.0	1090.0	1052.0	1286.0	790.0	992.0	757.0	1047.0	846.0
gRNA_4192	Fgf4	136.0	466.0	395.0	279.0	433.0	888.0	829.0	228.0	291.0	59.0	334.0	550.0	31.0	541.0	355.0	491.0	268.0	517.0	389.0	556.0	363.0	387.0	587.0	557.0
gRNA_4193	Fgf4	343.0	1917.0	416.0	419.0	497.0	4009.0	501.0	561.0	467.0	336.0	207.0	52.0	60.0	342.0	275.0	471.0	466.0	682.0	879.0	356.0	581.0	486.0	740.0	1119.0
gRNA_4194	Fgf4	285.0	666.0	242.0	327.0	470.0	2020.0	535.0	150.0	320.0	1996.0	346.0	410.0	1699.0	419.0	689.0	570.0	665.0	1129.0	515.0	814.0	547.0	564.0	754.0	772.0
gRNA_4195	Fgf4	3733.0	8902.0	462.0	8467.0	1839.0	2740.0	1531.0	2444.0	609.0	442.0	159.0	1593.0	1860.0	964.0	1153.0	1030.0	1443.0	1184.0	1594.0	1379.0	1215.0	1006.0	1517.0	1289.0
gRNA_4213	Fgfr1	178.0	586.0	499.0	197.0	586.0	637.0	471.0	221.0	476.0	55.0	70.0	1932.0	700.0	154.0	277.0	663.0	736.0	1016.0	760.0	720.0	640.0	392.0	822.0	537.0
gRNA_4225	Fgfr1	465.0	946.0	1124.0	724.0	856.0	1059.0	983.0	795.0	745.0	277.0	465.0	422.0	4047.0	1089.0	587.0	863.0	1281.0	720.0	1201.0	1014.0	766.0	804.0	1262.0	904.0
gRNA_4226	Fgfr1	279.0	917.0	240.0	442.0	519.0	1800.0	846.0	180.0	327.0	133.0	141.0	5162.0	536.0	583.0	591.0	730.0	1030.0	880.0	1027.0	778.0	535.0	580.0	865.0	868.0
gRNA_4246	Fgfr2	211.0	880.0	116.0	1368.0	712.0	925.0	149.0	256.0	219.0	49.0	39.0	95.0	267.0	548.0	136.0	388.0	234.0	469.0	398.0	232.0	328.0	233.0	353.0	461.0
gRNA_4247	Fgfr2	1000.0	2251.0	1058.0	1270.0	2755.0	2054.0	3097.0	5989.0	1158.0	2213.0	917.0	634.0	1521.0	439.0	880.0	1345.0	2745.0	2404.0	1960.0	1668.0	2247.0	1866.0	2407.0	833.0
gRNA_4248	Fgfr2	332.0	1148.0	549.0	671.0	1442.0	1220.0	1205.0	275.0	1216.0	1566.0	134.0	3669.0	1721.0	2338.0	371.0	900.0	1161.0	895.0	890.0	1091.0	815.0	475.0	875.0	593.0
gRNA_4261	Fgfr2	360.0	1311.0	527.0	912.0	1067.0	1440.0	1190.0	558.0	592.0	274.0	388.0	170.0	1764.0	387.0	448.0	1173.0	1741.0	1538.0	1088.0	1344.0	1443.0	1259.0	1911.0	713.0
gRNA_4262	Fgfr2	121.0	221.0	186.0	405.0	403.0	280.0	645.0	93.0	370.0	435.0	36.0	24.0	164.0	101.0	38.0	372.0	439.0	352.0	580.0	555.0	469.0	213.0	265.0	383.0
gRNA_4263	Fgfr2	206.0	419.0	454.0	486.0	933.0	643.0	1182.0	150.0	156.0	237.0	1457.0	138.0	296.0	107.0	171.0	624.0	654.0	654.0	807.0	900.0	740.0	403.0	526.0	520.0
gRNA_4302	Fgfr3	56.0	113.0	43.0	78.0	407.0	188.0	99.0	89.0	16.0	109.0	11.0	253.0	57.0	24.0	55.0	133.0	87.0	61.0	92.0	147.0	113.0	57.0	61.0	182.0
gRNA_4303	Fgfr3	560.0	627.0	565.0	830.0	907.0	1170.0	559.0	545.0	699.0	1075.0	27.0	548.0	2409.0	105.0	623.0	863.0	1627.0	1581.0	1106.0	925.0	942.0	986.0	1175.0	575.0
gRNA_4304	Fgfr3	281.0	994.0	527.0	472.0	697.0	1117.0	1211.0	520.0	465.0	1902.0	336.0	79.0	1534.0	3473.0	1206.0	841.0	1411.0	1485.0	1520.0	1174.0	1123.0	1075.0	1528.0	714.0
gRNA_4329	Fgfr3	1007.0	1697.0	536.0	692.0	2236.0	1293.0	2900.0	476.0	956.0	817.0	44.0	185.0	327.0	391.0	461.0	966.0	706.0	1025.0	1398.0	536.0	996.0	729.0	987.0	773.0
gRNA_4330	Fgfr3	744.0	1137.0	1265.0	670.0	2386.0	926.0	1492.0	2232.0	757.0	409.0	658.0	3662.0	1007.0	251.0	480.0	769.0	708.0	1220.0	1643.0	569.0	1140.0	876.0	1162.0	861.0
gRNA_4331	Fgfr3	281.0	704.0	443.0	575.0	1148.0	1003.0	1869.0	677.0	447.0	331.0	292.0	1414.0	331.0	102.0	162.0	796.0	372.0	819.0	961.0	956.0	904.0	496.0	823.0	856.0
gRNA_4357	Fgfr4	175.0	955.0	312.0	358.0	846.0	1149.0	297.0	190.0	453.0	109.0	103.0	168.0	2024.0	140.0	415.0	697.0	469.0	876.0	851.0	1046.0	631.0	610.0	729.0	622.0
gRNA_4419	Flt1	779.0	1322.0	1730.0	1030.0	2666.0	2882.0	1576.0	427.0	807.0	574.0	52.0	189.0	740.0	1117.0	608.0	697.0	1202.0	1136.0	652.0	620.0	1013.0	690.0	990.0	488.0
gRNA_4421	Flt1	114.0	438.0	100.0	109.0	249.0	432.0	155.0	109.0	364.0	37.0	295.0	85.0	69.0	366.0	182.0	481.0	139.0	676.0	647.0	185.0	235.0	228.0	410.0	633.0
gRNA_4422	Flt1	174.0	597.0	177.0	291.0	1152.0	803.0	823.0	286.0	508.0	455.0	184.0	101.0	1444.0	172.0	287.0	472.0	259.0	596.0	1070.0	563.0	621.0	391.0	746.0	557.0
gRNA_4440	Flt3	328.0	1255.0	451.0	389.0	898.0	1090.0	718.0	245.0	555.0	193.0	180.0	105.0	216.0	71.0	148.0	440.0	358.0	747.0	628.0	834.0	931.0	500.0	829.0	915.0
gRNA_4447	Flt3	334.0	607.0	604.0	594.0	359.0	711.0	1240.0	284.0	606.0	737.0	130.0	1194.0	1315.0	278.0	33.0	576.0	764.0	961.0	879.0	841.0	868.0	554.0	499.0	358.0
gRNA_4459	Flt3	436.0	563.0	387.0	975.0	2785.0	999.0	933.0	1576.0	1075.0	484.0	175.0	1139.0	1119.0	732.0	227.0	809.0	884.0	1167.0	792.0	851.0	967.0	597.0	1009.0	609.0
gRNA_4460	Flt3	289.0	1056.0	306.0	412.0	5435.0	1052.0	759.0	248.0	511.0	47.0	255.0	1724.0	204.0	683.0	134.0	633.0	834.0	1006.0	756.0	635.0	886.0	577.0	701.0	526.0
gRNA_4461	Flt3	215.0	1002.0	368.0	368.0	513.0	607.0	477.0	500.0	1416.0	14.0	182.0	31.0	820.0	67.0	56.0	238.0	81.0	456.0	408.0	400.0	494.0	251.0	441.0	309.0
gRNA_4547	Foxa1	78.0	363.0	172.0	195.0	300.0	1081.0	240.0	332.0	362.0	75.0	250.0	30.0	367.0	389.0	802.0	876.0	1090.0	925.0	732.0	603.0	714.0	556.0	1037.0	815.0
gRNA_4548	Foxa1	288.0	490.0	471.0	196.0	766.0	925.0	1259.0	1116.0	989.0	333.0	154.0	1901.0	904.0	199.0	886.0	1145.0	1401.0	1182.0	854.0	1194.0	1281.0	956.0	1213.0	933.0
gRNA_4549	Foxa1	927.0	897.0	374.0	1973.0	771.0	1406.0	856.0	450.0	2290.0	64.0	403.0	138.0	324.0	270.0	492.0	700.0	541.0	897.0	666.0	614.0	897.0	535.0	737.0	860.0
gRNA_4550	Foxa1	251.0	795.0	542.0	406.0	332.0	1267.0	1140.0	295.0	277.0	138.0	283.0	471.0	1468.0	171.0	292.0	773.0	497.0	720.0	832.0	572.0	588.0	472.0	779.0	927.0
gRNA_4562	Foxa1	206.0	686.0	186.0	307.0	718.0	883.0	487.0	630.0	525.0	495.0	458.0	161.0	1187.0	1129.0	843.0	946.0	965.0	855.0	1019.0	678.0	1038.0	777.0	1128.0	681.0
gRNA_4567	Foxa1	321.0	308.0	184.0	271.0	690.0	881.0	1402.0	321.0	504.0	65.0	252.0	42.0	630.0	3159.0	184.0	432.0	215.0	517.0	273.0	614.0	543.0	363.0	573.0	742.0
gRNA_4577	Foxa1	164.0	369.0	207.0	288.0	646.0	330.0	779.0	116.0	274.0	289.0	528.0	730.0	167.0	1571.0	73.0	435.0	146.0	381.0	574.0	437.0	382.0	343.0	375.0	463.0
gRNA_4578	Foxa1	71.0	351.0	175.0	79.0	148.0	466.0	274.0	16.0	50.0	164.0	38.0	103.0	194.0	129.0	20.0	172.0	80.0	74.0	141.0	85.0	63.0	35.0	84.0	251.0
gRNA_4586	Foxa1	242.0	1026.0	605.0	335.0	654.0	1310.0	638.0	965.0	859.0	129.0	697.0	294.0	860.0	232.0	1477.0	1064.0	1181.0	1220.0	1228.0	971.0	1119.0	798.0	1254.0	1031.0
gRNA_4587	Foxa1	203.0	547.0	320.0	197.0	321.0	529.0	771.0	304.0	279.0	48.0	5.0	39.0	446.0	137.0	588.0	1172.0	577.0	444.0	824.0	485.0	652.0	309.0	550.0	1067.0
gRNA_4589	Foxa1	429.0	528.0	626.0	586.0	4217.0	863.0	1238.0	332.0	833.0	101.0	170.0	5378.0	621.0	20.0	741.0	1021.0	909.0	1063.0	858.0	981.0	575.0	447.0	535.0	790.0
gRNA_4590	Foxa1	643.0	862.0	570.0	916.0	2123.0	2902.0	1262.0	3139.0	2895.0	147.0	504.0	1045.0	2881.0	319.0	1427.0	1340.0	1632.0	1394.0	1715.0	1234.0	1165.0	1089.0	1776.0	746.0
gRNA_4591	Foxa1	252.0	1144.0	568.0	362.0	953.0	452.0	729.0	1216.0	1513.0	54.0	330.0	926.0	684.0	253.0	814.0	1072.0	1086.0	933.0	1095.0	1037.0	910.0	731.0	1213.0	829.0
gRNA_4621	Foxo1	73.0	376.0	239.0	109.0	89.0	1187.0	525.0	159.0	173.0	81.0	44.0	24.0	378.0	3894.0	19.0	158.0	60.0	183.0	147.0	154.0	113.0	113.0	84.0	305.0
gRNA_4622	Foxo1	198.0	187.0	64.0	135.0	57.0	109.0	110.0	124.0	154.0	96.0	14.0	38.0	31.0	477.0	110.0	298.0	140.0	176.0	148.0	140.0	221.0	123.0	187.0	439.0
gRNA_4627	Foxo1	94.0	367.0	117.0	203.0	241.0	531.0	103.0	49.0	210.0	48.0	17.0	35.0	45.0	229.0	21.0	274.0	111.0	97.0	176.0	86.0	172.0	176.0	204.0	284.0
gRNA_4628	Foxo1	237.0	293.0	194.0	232.0	104.0	458.0	182.0	170.0	212.0	136.0	40.0	294.0	182.0	651.0	58.0	253.0	124.0	184.0	269.0	150.0	236.0	141.0	147.0	369.0
gRNA_4665	Foxp1	126.0	678.0	281.0	292.0	191.0	628.0	409.0	61.0	474.0	97.0	81.0	36.0	198.0	342.0	74.0	339.0	235.0	190.0	291.0	221.0	268.0	203.0	296.0	379.0
gRNA_4704	Fyn	313.0	343.0	787.0	268.0	456.0	376.0	848.0	218.0	687.0	363.0	438.0	596.0	353.0	1792.0	369.0	656.0	511.0	1070.0	688.0	613.0	477.0	363.0	619.0	600.0
gRNA_4734	Gata2	85.0	259.0	122.0	77.0	1078.0	1725.0	414.0	67.0	501.0	231.0	74.0	278.0	210.0	122.0	368.0	646.0	671.0	535.0	769.0	566.0	521.0	472.0	721.0	542.0
gRNA_4735	Gata2	524.0	1944.0	751.0	448.0	869.0	1476.0	1727.0	394.0	833.0	237.0	300.0	6149.0	770.0	447.0	174.0	623.0	381.0	1166.0	1376.0	990.0	926.0	506.0	755.0	820.0
gRNA_4770	Gata3	256.0	818.0	353.0	261.0	391.0	1179.0	463.0	231.0	306.0	133.0	181.0	44.0	1281.0	427.0	55.0	395.0	209.0	309.0	515.0	638.0	511.0	411.0	696.0	474.0
gRNA_4782	Gata3	360.0	1064.0	364.0	104.0	519.0	589.0	138.0	43.0	203.0	77.0	226.0	84.0	131.0	23.0	44.0	221.0	74.0	349.0	240.0	274.0	216.0	167.0	228.0	285.0
gRNA_4783	Gata3	204.0	513.0	246.0	658.0	759.0	814.0	753.0	362.0	406.0	31.0	465.0	456.0	203.0	409.0	505.0	752.0	645.0	683.0	943.0	656.0	1017.0	641.0	919.0	781.0
gRNA_4826	Gli1	218.0	263.0	64.0	144.0	611.0	376.0	238.0	39.0	233.0	87.0	13.0	83.0	572.0	369.0	150.0	553.0	409.0	381.0	513.0	388.0	355.0	367.0	286.0	751.0
gRNA_4827	Gli1	104.0	120.0	241.0	173.0	342.0	78.0	151.0	90.0	150.0	23.0	2.0	318.0	840.0	1442.0	88.0	67.0	137.0	130.0	55.0	162.0	148.0	125.0	127.0	34.0
gRNA_4828	Gli1	164.0	683.0	623.0	113.0	409.0	423.0	499.0	97.0	177.0	697.0	64.0	368.0	318.0	55.0	211.0	317.0	213.0	582.0	474.0	372.0	321.0	257.0	431.0	640.0
gRNA_4829	Gli1	114.0	265.0	102.0	136.0	186.0	239.0	527.0	41.0	177.0	116.0	21.0	193.0	724.0	1267.0	32.0	164.0	168.0	474.0	430.0	443.0	495.0	331.0	578.0	328.0
gRNA_4858	Gna13	307.0	1110.0	740.0	460.0	1572.0	742.0	1344.0	328.0	488.0	367.0	225.0	224.0	1203.0	88.0	530.0	576.0	399.0	559.0	605.0	382.0	747.0	369.0	565.0	665.0
gRNA_4884	Gnas	322.0	1067.0	637.0	676.0	1787.0	874.0	2180.0	463.0	1377.0	434.0	341.0	137.0	1508.0	7062.0	642.0	850.0	966.0	1562.0	1409.0	908.0	1005.0	566.0	888.0	629.0
gRNA_4885	Gnas	191.0	581.0	238.0	212.0	644.0	352.0	194.0	62.0	296.0	462.0	549.0	9.0	438.0	28.0	193.0	564.0	626.0	627.0	605.0	627.0	442.0	250.0	440.0	432.0
gRNA_4888	Gnas	13.0	76.0	41.0	14.0	8.0	36.0	55.0	0.0	43.0	0.0	0.0	2.0	5.0	2.0	20.0	30.0	20.0	13.0	17.0	34.0	86.0	88.0	49.0	33.0
gRNA_4889	Gnas	180.0	883.0	375.0	611.0	739.0	801.0	1060.0	337.0	737.0	639.0	176.0	312.0	235.0	290.0	191.0	633.0	541.0	977.0	793.0	400.0	617.0	516.0	857.0	599.0
gRNA_4893	Gnb1	471.0	1380.0	614.0	1057.0	456.0	850.0	514.0	332.0	1256.0	565.0	179.0	1747.0	341.0	336.0	473.0	522.0	557.0	684.0	856.0	843.0	898.0	556.0	991.0	594.0
gRNA_4894	Gnb1	1205.0	1481.0	429.0	921.0	1109.0	660.0	1843.0	822.0	875.0	94.0	114.0	132.0	764.0	309.0	623.0	876.0	1526.0	1746.0	1676.0	1057.0	1092.0	829.0	1035.0	690.0
gRNA_4961	Grin2a	226.0	528.0	199.0	446.0	464.0	885.0	333.0	171.0	287.0	292.0	27.0	61.0	601.0	168.0	369.0	596.0	572.0	904.0	787.0	740.0	361.0	414.0	749.0	405.0
gRNA_4969	Grin2a	457.0	1813.0	610.0	989.0	1154.0	5880.0	1073.0	1651.0	1242.0	278.0	498.0	1091.0	395.0	1086.0	401.0	989.0	1452.0	1715.0	1593.0	1162.0	1400.0	1212.0	1493.0	599.0
gRNA_5176	Hras	159.0	273.0	134.0	201.0	393.0	2123.0	392.0	189.0	221.0	201.0	40.0	708.0	1076.0	518.0	295.0	377.0	511.0	633.0	1077.0	592.0	377.0	425.0	398.0	432.0
gRNA_5194	Idh2	680.0	1080.0	979.0	529.0	400.0	990.0	2623.0	251.0	686.0	135.0	294.0	5340.0	1148.0	38.0	225.0	437.0	235.0	320.0	481.0	613.0	593.0	368.0	552.0	894.0
