sgRNA	gene	spleen1	spleen2	spleen3	spleen4	spleen5	spleen6	spleen7	spleen8	spleen9	bonemarrow1	bonemarrow2	bonemarrow3	bonemarrow4	bonemarrow5	bonemarrow6	bonemarrow7	bonemarrow8	bonemarrow9	bonemarrow10	meninges1	meninges2	meninges3	meninges4	meninges5	meninges6	meninges7	meninges8	meninges9	meninges10	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3	plasmidlib
gRNA_12720	Trp63	1595.0	2230.0	2297.0	836.0	1438.0	1319.0	2019.0	7172.0	3396.0	507.0	655.0	310.0	132.0	3611.0	1517.0	2716.0	1993.0	564.0	6517.0	18247.0	161.0	249.0	36.0	141.0	5462.0	1875.0	193.0	6960.0	581.0	2239.0	2023.0	1879.0	2802.0	2705.0	1277.0	2124.0	1351.0	1943.0	1147.0
gRNA_12721	Trp63	945.0	1824.0	1163.0	929.0	1678.0	167.0	170.0	1089.0	917.0	2802.0	1523.0	434.0	2199.0	765.0	74.0	321.0	1526.0	577.0	126.0	41.0	43.0	37.0	4426.0	282.0	123.0	54.0	16.0	1937.0	59.0	619.0	482.0	568.0	490.0	752.0	664.0	430.0	3628.0	1635.0	653.0
gRNA_12722	Trp63	3519.0	2754.0	3546.0	3503.0	3782.0	1480.0	3203.0	3534.0	4218.0	1576.0	2157.0	1665.0	4144.0	2098.0	1086.0	903.0	2027.0	6662.0	884.0	255.0	33.0	98.0	282.0	494.0	268.0	256.0	28144.0	2595.0	79.0	1669.0	2539.0	4020.0	6583.0	3147.0	2880.0	4129.0	925.0	4580.0	1146.0
gRNA_12723	Trp63	933.0	1925.0	2824.0	2784.0	4367.0	4282.0	692.0	2969.0	2313.0	1739.0	1764.0	1544.0	74.0	5221.0	4734.0	880.0	9.0	340.0	2276.0	87.0	28.0	646.0	125.0	312.0	307.0	256.0	23.0	4677.0	149.0	1391.0	1335.0	2048.0	3404.0	1645.0	2433.0	5361.0	3406.0	5810.0	830.0
gRNA_12724	Trp63	1412.0	2415.0	715.0	81.0	1232.0	905.0	1789.0	895.0	1156.0	3151.0	2902.0	511.0	270.0	183.0	54.0	218.0	1403.0	2155.0	4172.0	27.0	923.0	257.0	24.0	15.0	139.0	3634.0	205.0	3.0	537.0	1234.0	1547.0	2387.0	3943.0	728.0	1286.0	3158.0	1824.0	2494.0	1385.0
gRNA_12725	Trp63	1233.0	545.0	2610.0	2872.0	993.0	3243.0	213.0	626.0	1059.0	39.0	286.0	58.0	2900.0	20.0	1645.0	167.0	275.0	12.0	730.0	12.0	31.0	55.0	36.0	69.0	28767.0	6011.0	107.0	415.0	34.0	842.0	425.0	573.0	444.0	241.0	631.0	274.0	1180.0	683.0	537.0
gRNA_12726	Trp63	1975.0	708.0	1206.0	284.0	1562.0	272.0	4547.0	385.0	930.0	100.0	2387.0	504.0	117.0	1516.0	461.0	4375.0	157.0	761.0	1694.0	21.0	207.0	36.0	159.0	15.0	119.0	10062.0	927.0	1534.0	71.0	1738.0	640.0	540.0	408.0	330.0	927.0	185.0	2063.0	632.0	853.0
gRNA_12727	Trp63	2418.0	2428.0	3284.0	2449.0	1025.0	4426.0	1766.0	3457.0	1180.0	1583.0	683.0	1313.0	1650.0	2287.0	10252.0	1314.0	3971.0	608.0	2971.0	1981.0	35.0	37.0	620.0	165.0	224.0	158.0	152.0	690.0	16092.0	1450.0	1297.0	629.0	194.0	352.0	1346.0	172.0	686.0	1050.0	746.0
gRNA_12728	Trp63	679.0	2611.0	1177.0	973.0	1043.0	352.0	1306.0	928.0	492.0	963.0	486.0	1440.0	1640.0	1323.0	1442.0	1102.0	1474.0	259.0	1214.0	133.0	83.0	500.0	25.0	180.0	720.0	616.0	518.0	310.0	13.0	1545.0	1403.0	778.0	297.0	358.0	1563.0	370.0	2092.0	1366.0	824.0
gRNA_12729	Trp63	2001.0	2201.0	4856.0	2374.0	3674.0	2554.0	3972.0	2817.0	4218.0	993.0	1584.0	3584.0	921.0	1124.0	3247.0	623.0	5176.0	4026.0	22135.0	207.0	210.0	168.0	2875.0	10364.0	5661.0	1190.0	146.0	1130.0	7190.0	3654.0	2774.0	3308.0	2170.0	2725.0	2664.0	2057.0	2185.0	2809.0	2112.0
gRNA_12730	Trp63	2119.0	1045.0	2156.0	1742.0	2567.0	2361.0	1731.0	12672.0	831.0	3461.0	196.0	649.0	3114.0	6086.0	1630.0	2646.0	1352.0	5561.0	915.0	95.0	140.0	481.0	1163.0	68.0	78.0	2844.0	234.0	1858.0	63.0	1284.0	1457.0	956.0	276.0	875.0	803.0	318.0	1626.0	1840.0	942.0
gRNA_12731	Trp63	1295.0	1116.0	3411.0	2273.0	3241.0	708.0	4029.0	1368.0	7190.0	3039.0	786.0	1524.0	878.0	9522.0	1368.0	1150.0	4264.0	1865.0	3216.0	2023.0	79.0	2061.0	349.0	430.0	1213.0	400.0	392.0	95.0	159.0	2424.0	2598.0	5134.0	2878.0	1987.0	1521.0	3932.0	4169.0	3593.0	1165.0
gRNA_12732	Trp63	2838.0	3173.0	1620.0	2189.0	2725.0	3519.0	5099.0	3771.0	2117.0	1228.0	3066.0	3117.0	1720.0	2061.0	2739.0	193.0	1023.0	5279.0	1077.0	6455.0	51.0	118.0	1941.0	925.0	322.0	6828.0	21425.0	3390.0	1342.0	2432.0	3029.0	2699.0	3519.0	1432.0	1948.0	2095.0	2325.0	2016.0	1498.0
gRNA_12733	Trp63	2051.0	1973.0	1809.0	1256.0	3571.0	502.0	912.0	1539.0	521.0	2567.0	708.0	98.0	8944.0	1425.0	1331.0	573.0	505.0	2683.0	1434.0	5740.0	62.0	16.0	189.0	4255.0	151.0	79.0	1066.0	292.0	483.0	2155.0	1268.0	1244.0	3264.0	1329.0	1336.0	2502.0	2416.0	2267.0	1237.0
gRNA_12734	Trp63	1322.0	1453.0	3399.0	1134.0	1180.0	1507.0	946.0	1042.0	607.0	415.0	184.0	561.0	845.0	3470.0	1462.0	933.0	579.0	1804.0	1226.0	129.0	156.0	164.0	23.0	258.0	312.0	77.0	5.0	2300.0	661.0	364.0	827.0	1886.0	1256.0	679.0	907.0	2411.0	1173.0	1164.0	756.0
gRNA_12735	Trp63	2592.0	1538.0	1503.0	874.0	1347.0	566.0	1437.0	863.0	1807.0	869.0	980.0	1087.0	199.0	5641.0	575.0	841.0	60.0	525.0	7730.0	116814.0	2127.0	1186.0	93.0	394.0	607.0	194.0	35.0	28.0	1793.0	1588.0	1177.0	1286.0	2189.0	2427.0	2904.0	1242.0	1341.0	2426.0	1262.0
gRNA_12736	Trp63	681.0	2243.0	2171.0	990.0	1055.0	1792.0	988.0	1552.0	442.0	271.0	465.0	327.0	1093.0	1087.0	801.0	39.0	417.0	280.0	879.0	183.0	1006.0	1397.0	110.0	336.0	413.0	229.0	3459.0	379.0	136.0	1248.0	1122.0	1379.0	476.0	2414.0	890.0	1546.0	2408.0	1033.0	1085.0
gRNA_12737	Trp63	145.0	482.0	542.0	881.0	736.0	2689.0	193.0	803.0	1674.0	221.0	465.0	123.0	195.0	1266.0	2953.0	613.0	161.0	941.0	2489.0	74.0	8.0	20.0	223.0	21.0	855.0	1479.0	776.0	777.0	50.0	1796.0	2103.0	1884.0	1636.0	747.0	819.0	2529.0	345.0	1806.0	917.0
gRNA_12738	Trp63	1384.0	5518.0	571.0	1045.0	1092.0	888.0	1698.0	563.0	2308.0	342.0	1082.0	760.0	73.0	1374.0	294.0	502.0	25.0	1216.0	3476.0	27.0	141.0	288.0	159.0	21.0	246.0	202.0	853.0	49037.0	1351.0	2395.0	1262.0	1259.0	507.0	442.0	1062.0	1125.0	1216.0	2303.0	803.0
gRNA_12739	Traf2	2176.0	755.0	1853.0	2829.0	1286.0	1545.0	1718.0	713.0	3678.0	660.0	603.0	1339.0	40.0	64.0	1573.0	2694.0	871.0	3245.0	6453.0	73.0	114.0	76.0	68.0	25.0	652.0	31232.0	1594.0	39.0	74.0	1347.0	1179.0	823.0	2184.0	329.0	1683.0	1978.0	1287.0	559.0	1099.0
gRNA_12740	Traf2	547.0	1132.0	1563.0	693.0	1062.0	893.0	563.0	700.0	744.0	3197.0	8828.0	2521.0	1705.0	9995.0	621.0	686.0	257.0	557.0	1039.0	80.0	123.0	796.0	461.0	63.0	126.0	312.0	523.0	334.0	30.0	3328.0	2668.0	2883.0	1591.0	1253.0	1967.0	3652.0	5934.0	4595.0	1319.0
gRNA_12741	Traf2	5827.0	1930.0	3345.0	3006.0	4808.0	1972.0	6662.0	1161.0	4503.0	4377.0	2833.0	3038.0	6670.0	4007.0	978.0	1487.0	375.0	2990.0	1443.0	32897.0	157.0	178.0	2466.0	196.0	18485.0	12230.0	746.0	80.0	3174.0	1749.0	1327.0	1058.0	1882.0	1903.0	2537.0	1083.0	1005.0	1378.0	1070.0
gRNA_12742	Traf2	30.0	6.0	636.0	421.0	63.0	660.0	93.0	90.0	226.0	20.0	5.0	27.0	103.0	12.0	6100.0	93.0	0.0	70.0	224.0	59.0	16.0	28.0	30.0	10.0	13.0	92.0	9.0	11.0	5.0	253.0	524.0	538.0	224.0	288.0	593.0	1249.0	735.0	319.0	404.0
gRNA_12743	Traf2	1506.0	2607.0	1349.0	2826.0	1222.0	1110.0	12538.0	1501.0	813.0	574.0	839.0	841.0	2085.0	114.0	521.0	53.0	578.0	2479.0	352.0	10102.0	26.0	16.0	221.0	33.0	700.0	205.0	9.0	5.0	252.0	1276.0	1059.0	2795.0	3742.0	1472.0	1671.0	2553.0	2804.0	3206.0	1616.0
gRNA_12744	Traf2	461.0	979.0	449.0	1285.0	2064.0	425.0	673.0	636.0	1034.0	1195.0	118.0	396.0	111.0	2272.0	454.0	3.0	734.0	3905.0	5262.0	210.0	14.0	42.0	149.0	13668.0	150.0	46.0	6.0	5.0	7.0	565.0	561.0	375.0	388.0	388.0	213.0	1170.0	1159.0	199.0	669.0
gRNA_12745	Traf2	432.0	819.0	2410.0	73.0	748.0	239.0	669.0	795.0	512.0	30.0	302.0	478.0	510.0	70.0	388.0	2111.0	55.0	18.0	309.0	74.0	19.0	26.0	10.0	2055.0	1205.0	392.0	37.0	6.0	6322.0	258.0	602.0	449.0	684.0	136.0	1245.0	238.0	434.0	327.0	658.0
gRNA_12746	Traf2	345.0	463.0	1849.0	987.0	1244.0	2642.0	96.0	724.0	829.0	175.0	394.0	724.0	973.0	29.0	2653.0	189.0	93.0	75.0	1009.0	47.0	172.0	349.0	316.0	129.0	114.0	1917.0	2059.0	187.0	10.0	1142.0	1362.0	871.0	328.0	462.0	842.0	397.0	313.0	1457.0	700.0
gRNA_12747	Traf2	3849.0	760.0	1398.0	1220.0	911.0	2261.0	1903.0	1073.0	893.0	2456.0	118.0	334.0	1500.0	746.0	8243.0	1553.0	877.0	2573.0	350.0	2628.0	73.0	9.0	375.0	1125.0	509.0	1955.0	91.0	356.0	208.0	622.0	841.0	948.0	893.0	267.0	603.0	1125.0	725.0	1168.0	1066.0
gRNA_12748	Traf2	102.0	557.0	1353.0	1680.0	4863.0	1723.0	1584.0	1076.0	1536.0	91.0	364.0	1407.0	2621.0	855.0	1033.0	1880.0	5167.0	824.0	1559.0	37.0	42.0	198.0	31546.0	2367.0	450.0	1636.0	258.0	4948.0	216.0	564.0	1019.0	925.0	1328.0	1108.0	1262.0	384.0	834.0	319.0	1022.0
gRNA_12749	Traf7	1214.0	1478.0	2370.0	1872.0	856.0	2492.0	921.0	1434.0	5002.0	183.0	2253.0	2269.0	4068.0	961.0	236.0	885.0	2811.0	1069.0	1208.0	1617.0	49.0	82.0	1986.0	144.0	181.0	170.0	204.0	474.0	550.0	1465.0	1122.0	731.0	566.0	248.0	1846.0	823.0	4600.0	1315.0	1306.0
gRNA_12750	Traf7	4168.0	2294.0	1740.0	1624.0	569.0	579.0	2522.0	2014.0	2026.0	1663.0	548.0	177.0	1033.0	768.0	1605.0	964.0	569.0	717.0	1062.0	2437.0	6914.0	793.0	879.0	111.0	442.0	290.0	68.0	1775.0	2089.0	2816.0	1759.0	2189.0	1511.0	1589.0	2332.0	1953.0	1455.0	1634.0	1396.0
gRNA_12751	Traf7	2547.0	2038.0	5621.0	1360.0	2488.0	1216.0	14311.0	2895.0	3835.0	7509.0	1934.0	1831.0	3213.0	288.0	1163.0	54854.0	630.0	6115.0	4882.0	266.0	202.0	2541.0	288.0	12327.0	7754.0	3894.0	5240.0	583.0	2736.0	3234.0	2415.0	4290.0	5007.0	1951.0	3504.0	2695.0	2115.0	2369.0	1465.0
gRNA_12752	Traf7	918.0	1496.0	1795.0	3091.0	435.0	597.0	457.0	2015.0	1221.0	116.0	647.0	139.0	4602.0	598.0	644.0	1141.0	659.0	1996.0	69.0	1740.0	3702.0	4016.0	234.0	16.0	774.0	184.0	666.0	369.0	80.0	1096.0	1243.0	1238.0	1829.0	543.0	2217.0	1667.0	5301.0	2989.0	785.0
gRNA_12753	Traf7	1104.0	34.0	1365.0	1131.0	655.0	680.0	604.0	249.0	853.0	934.0	1395.0	89.0	114.0	1091.0	940.0	24.0	3.0	959.0	397.0	203.0	7.0	10.0	82.0	443.0	156.0	139.0	569.0	55.0	62.0	898.0	737.0	1296.0	1531.0	4103.0	1379.0	930.0	741.0	869.0	952.0
gRNA_12755	Traf7	272.0	8.0	368.0	708.0	174.0	516.0	334.0	407.0	425.0	62.0	16.0	91.0	1858.0	20.0	689.0	5.0	193.0	5826.0	182.0	56.0	12.0	16.0	2922.0	190.0	150.0	54.0	9.0	685.0	10141.0	279.0	1223.0	789.0	78.0	88.0	666.0	433.0	951.0	473.0	448.0
gRNA_12756	Traf7	316.0	2436.0	329.0	1229.0	1569.0	690.0	753.0	442.0	496.0	361.0	3879.0	33.0	1266.0	685.0	223.0	1284.0	198.0	601.0	905.0	15.0	908.0	66.0	8.0	4.0	149.0	48.0	4.0	5.0	2.0	1244.0	570.0	431.0	880.0	193.0	1082.0	301.0	240.0	431.0	735.0
gRNA_12757	Traf7	2239.0	3075.0	2896.0	5250.0	5969.0	3116.0	10126.0	2508.0	5137.0	1765.0	581.0	4603.0	6795.0	2154.0	3756.0	1992.0	3421.0	3238.0	11589.0	1094.0	609.0	373.0	1225.0	24634.0	5195.0	32382.0	7826.0	4653.0	1781.0	2068.0	1770.0	4130.0	7329.0	6769.0	2926.0	7111.0	4855.0	6053.0	1935.0
gRNA_12758	Traf7	3378.0	6074.0	3992.0	2423.0	3926.0	2163.0	1864.0	1849.0	4331.0	1767.0	363.0	15661.0	1812.0	4452.0	5120.0	378.0	1229.0	1305.0	9361.0	317.0	124.0	59.0	125.0	213.0	290.0	434.0	60.0	2417.0	227.0	3004.0	3511.0	6485.0	7462.0	7432.0	3172.0	7553.0	2889.0	4170.0	2123.0
gRNA_12759	Traf7	2914.0	2786.0	5616.0	1188.0	5135.0	1244.0	2289.0	9103.0	5867.0	2814.0	917.0	3482.0	618.0	22519.0	4651.0	5710.0	1031.0	3500.0	2500.0	166.0	4568.0	326.0	5946.0	2167.0	117.0	115.0	563.0	7007.0	404.0	3084.0	4134.0	5595.0	8869.0	2553.0	3502.0	6750.0	2276.0	2756.0	2164.0
gRNA_12760	Traf7	1451.0	2572.0	2972.0	1201.0	891.0	2499.0	1470.0	1125.0	425.0	241.0	648.0	749.0	21.0	2992.0	2652.0	375.0	419.0	495.0	502.0	169.0	142.0	6715.0	305.0	26.0	692.0	367.0	929.0	2117.0	421.0	374.0	1023.0	1208.0	2240.0	1113.0	1822.0	1492.0	1472.0	2300.0	821.0
gRNA_12761	Traf7	542.0	552.0	595.0	384.0	1714.0	505.0	1302.0	870.0	228.0	3259.0	1396.0	161.0	843.0	12289.0	103.0	4701.0	277.0	207.0	30.0	37.0	135.0	36.0	173.0	17.0	82.0	78.0	742.0	5004.0	168.0	791.0	363.0	439.0	711.0	115.0	855.0	273.0	226.0	532.0	454.0
gRNA_12762	Traf7	1236.0	231.0	188.0	350.0	374.0	3258.0	362.0	259.0	333.0	372.0	695.0	5.0	736.0	7.0	256.0	67.0	203.0	587.0	87.0	106.0	237.0	44.0	319.0	36.0	861.0	204.0	20.0	13.0	5570.0	677.0	1510.0	2033.0	477.0	4112.0	945.0	862.0	243.0	374.0	1067.0
gRNA_12763	Traf7	703.0	406.0	1595.0	256.0	500.0	1058.0	896.0	443.0	350.0	129.0	62.0	539.0	186.0	4.0	1215.0	272.0	30.0	3925.0	135.0	1235.0	54.0	3131.0	187.0	502.0	2069.0	1478.0	71.0	8.0	106.0	390.0	344.0	340.0	535.0	364.0	1166.0	493.0	385.0	749.0	748.0
gRNA_12764	Traf7	3650.0	1251.0	3711.0	1317.0	1829.0	3533.0	3762.0	2750.0	2296.0	6040.0	1173.0	794.0	1835.0	1659.0	3704.0	6136.0	3231.0	2353.0	11334.0	114.0	1843.0	447.0	127.0	238.0	162.0	395.0	20.0	1703.0	11829.0	1008.0	799.0	1142.0	321.0	1236.0	989.0	2013.0	1015.0	1972.0	1002.0
gRNA_12765	Traf7	120.0	1530.0	1128.0	328.0	489.0	844.0	1330.0	202.0	238.0	450.0	1458.0	263.0	19.0	20.0	497.0	113.0	213.0	77.0	260.0	11.0	119.0	22.0	19.0	60.0	499.0	117.0	13.0	34.0	403.0	995.0	1236.0	2398.0	4272.0	749.0	2145.0	2837.0	3028.0	1515.0	877.0
gRNA_12766	Traf7	678.0	344.0	526.0	865.0	507.0	529.0	577.0	1612.0	313.0	333.0	700.0	912.0	16.0	317.0	256.0	33.0	111.0	10.0	146.0	1318.0	63.0	199.0	852.0	53.0	1928.0	402.0	134.0	551.0	26.0	209.0	418.0	327.0	600.0	219.0	978.0	202.0	741.0	504.0	826.0
gRNA_12767	Traf7	2148.0	2016.0	1250.0	327.0	2727.0	1116.0	2544.0	519.0	717.0	556.0	1245.0	1540.0	38.0	4135.0	1673.0	3579.0	153.0	1516.0	1575.0	267.0	115.0	36.0	17.0	155.0	6051.0	10835.0	2498.0	527.0	36.0	689.0	1144.0	1499.0	1452.0	1810.0	1371.0	1571.0	781.0	549.0	963.0
gRNA_12768	Traf7	716.0	1678.0	623.0	974.0	3388.0	948.0	651.0	1463.0	1717.0	301.0	516.0	707.0	21.0	422.0	199.0	1206.0	407.0	738.0	851.0	15806.0	51.0	227.0	56.0	36.0	706.0	230.0	1933.0	6257.0	420.0	1911.0	1517.0	2693.0	2018.0	9364.0	1780.0	4740.0	3397.0	5215.0	1454.0
gRNA_12769	Traf7	316.0	1706.0	710.0	1895.0	2976.0	1497.0	896.0	299.0	1376.0	659.0	615.0	559.0	1474.0	2395.0	500.0	958.0	369.0	632.0	329.0	177.0	13.0	14.0	24.0	4.0	310.0	86.0	11.0	876.0	53.0	465.0	1520.0	1873.0	2370.0	691.0	1632.0	1835.0	923.0	616.0	1419.0
gRNA_12770	Traf7	1013.0	1837.0	1572.0	1010.0	2295.0	849.0	2582.0	854.0	1074.0	489.0	696.0	1053.0	2482.0	497.0	656.0	788.0	1646.0	535.0	866.0	2669.0	193.0	36.0	15.0	63.0	3045.0	2041.0	126.0	1175.0	3742.0	814.0	1646.0	1280.0	1147.0	393.0	1433.0	1080.0	1441.0	1073.0	1185.0
gRNA_12771	Traf7	2944.0	1670.0	1088.0	365.0	2117.0	2396.0	2356.0	1329.0	2019.0	9328.0	393.0	1040.0	41.0	394.0	1189.0	2136.0	2806.0	311.0	4026.0	94.0	1981.0	201.0	284.0	8383.0	41124.0	8589.0	231.0	9423.0	350.0	447.0	1787.0	2282.0	3312.0	1541.0	2433.0	3545.0	2366.0	2301.0	1195.0
gRNA_12772	Traf7	2130.0	1184.0	3047.0	1881.0	3924.0	521.0	676.0	736.0	1338.0	425.0	149.0	410.0	2011.0	11552.0	255.0	1116.0	378.0	435.0	1668.0	88.0	32.0	3904.0	9500.0	963.0	735.0	195.0	12716.0	1126.0	30.0	1468.0	827.0	739.0	1288.0	334.0	1204.0	1085.0	802.0	624.0	844.0
gRNA_12773	Traf7	27449.0	14581.0	4998.0	5141.0	7925.0	9222.0	4568.0	5199.0	8165.0	8184.0	1114.0	699.0	10047.0	3160.0	8410.0	2920.0	6628.0	788.0	10163.0	21147.0	33708.0	5069.0	416.0	313.0	642.0	2196.0	241.0	132.0	1789.0	4221.0	5736.0	5853.0	3303.0	994.0	3241.0	4771.0	3831.0	5466.0	2257.0
gRNA_12774	Traf7	537.0	1021.0	511.0	1543.0	3276.0	970.0	934.0	900.0	614.0	127.0	2234.0	607.0	603.0	371.0	262.0	1371.0	319.0	724.0	1452.0	10393.0	3426.0	179.0	1338.0	5977.0	110.0	233.0	79.0	19.0	540.0	1336.0	1738.0	2288.0	835.0	2364.0	898.0	683.0	1219.0	933.0	1073.0
gRNA_12775	Traf7	955.0	852.0	2430.0	764.0	1622.0	1193.0	794.0	648.0	866.0	3568.0	54.0	1084.0	2894.0	867.0	1554.0	2278.0	872.0	982.0	1096.0	27.0	22.0	7739.0	5553.0	366.0	179.0	68.0	59.0	20.0	1596.0	648.0	629.0	681.0	845.0	632.0	1059.0	484.0	1560.0	476.0	747.0
gRNA_12776	Traf7	609.0	541.0	679.0	405.0	101.0	2083.0	372.0	622.0	776.0	3130.0	47.0	506.0	22.0	8.0	766.0	345.0	574.0	603.0	337.0	107.0	80.0	127.0	17.0	170.0	506.0	640.0	148.0	411.0	22.0	2609.0	2956.0	3441.0	522.0	998.0	2906.0	1053.0	1092.0	2761.0	1184.0
gRNA_12777	Traf7	1427.0	3924.0	1338.0	1151.0	1999.0	499.0	1639.0	941.0	810.0	119.0	352.0	1175.0	994.0	1428.0	2879.0	96.0	715.0	1641.0	698.0	27810.0	80.0	17.0	253.0	337.0	2058.0	715.0	32.0	11.0	87.0	1092.0	970.0	1768.0	1354.0	306.0	1159.0	1708.0	1608.0	843.0	711.0
gRNA_12778	Traf7	2195.0	2771.0	2577.0	1094.0	2313.0	747.0	1589.0	1900.0	1972.0	2596.0	395.0	906.0	24.0	4283.0	588.0	1880.0	1549.0	1464.0	532.0	229.0	21657.0	22508.0	1737.0	102.0	147.0	187.0	20107.0	8418.0	285.0	1490.0	1916.0	1004.0	1286.0	1603.0	2010.0	841.0	3257.0	1246.0	1210.0
gRNA_12780	Traf7	1512.0	1532.0	2460.0	1362.0	1009.0	3247.0	1969.0	642.0	1560.0	2201.0	3524.0	838.0	651.0	550.0	1008.0	1037.0	414.0	1698.0	378.0	63.0	347.0	156.0	124.0	79.0	404.0	190610.0	12939.0	1750.0	281.0	1100.0	587.0	449.0	673.0	1362.0	1087.0	498.0	949.0	603.0	522.0
gRNA_12781	Traf7	890.0	2006.0	1927.0	2282.0	1158.0	124.0	992.0	1300.0	2085.0	1637.0	361.0	117.0	504.0	739.0	1006.0	3176.0	10250.0	557.0	1543.0	140.0	446.0	33.0	218.0	150.0	111.0	22.0	5.0	3.0	114.0	1087.0	599.0	1024.0	991.0	295.0	274.0	308.0	1364.0	382.0	596.0
gRNA_12782	Traf7	569.0	1106.0	903.0	427.0	536.0	341.0	447.0	183.0	755.0	158.0	1139.0	149.0	389.0	3597.0	318.0	1076.0	100.0	269.0	1444.0	14.0	30.0	21.0	2812.0	233.0	10.0	66.0	7.0	200.0	53.0	1533.0	509.0	913.0	291.0	742.0	814.0	450.0	151.0	806.0	905.0
gRNA_12783	Traf7	437.0	556.0	711.0	2602.0	1531.0	639.0	686.0	1113.0	1240.0	238.0	624.0	593.0	207.0	2088.0	461.0	4463.0	284.0	3455.0	4149.0	143.0	42.0	16.0	80.0	236.0	122.0	467.0	1142.0	81.0	1501.0	774.0	429.0	828.0	769.0	724.0	1281.0	709.0	917.0	380.0	542.0
gRNA_12784	Trip13	5333.0	2676.0	1472.0	1327.0	2268.0	2791.0	1890.0	3466.0	2427.0	6450.0	704.0	74.0	959.0	2838.0	5515.0	2342.0	5723.0	9607.0	2219.0	4793.0	240.0	68.0	367.0	779.0	139.0	389.0	266.0	668.0	42.0	3289.0	3713.0	4755.0	2566.0	1927.0	2498.0	4800.0	7698.0	2850.0	1868.0
gRNA_12785	Trip13	1222.0	602.0	856.0	2114.0	1883.0	283.0	1430.0	581.0	1733.0	735.0	476.0	467.0	545.0	134.0	379.0	834.0	197.0	775.0	1046.0	244.0	3785.0	870.0	60.0	306.0	460.0	170.0	41.0	18.0	204.0	2169.0	2165.0	1432.0	475.0	378.0	1839.0	2035.0	3489.0	1890.0	975.0
gRNA_12786	Trip13	4583.0	5216.0	5811.0	2783.0	15217.0	2025.0	3071.0	2377.0	2406.0	134.0	1194.0	550.0	4186.0	304.0	1815.0	1090.0	6233.0	6352.0	747.0	165.0	178.0	696.0	117.0	20806.0	5438.0	1659.0	1359.0	6204.0	6337.0	2299.0	3640.0	4642.0	2137.0	1260.0	2402.0	1636.0	1381.0	2010.0	1234.0
gRNA_12787	Tsc1	371.0	1830.0	390.0	527.0	562.0	1176.0	15801.0	1828.0	665.0	17.0	120.0	56.0	549.0	758.0	58.0	1309.0	396.0	501.0	123.0	12.0	11.0	10.0	10.0	50.0	191.0	86.0	13.0	29.0	6931.0	1841.0	1300.0	1380.0	252.0	1123.0	1167.0	453.0	1487.0	1057.0	740.0
gRNA_12788	Tsc1	2443.0	2506.0	2541.0	818.0	1270.0	1080.0	3981.0	3927.0	1376.0	2916.0	391.0	1521.0	1328.0	1236.0	805.0	1447.0	2933.0	465.0	1997.0	97.0	19.0	519.0	123.0	169.0	1845.0	427.0	132.0	495.0	31.0	2334.0	3078.0	4353.0	2438.0	2862.0	1851.0	3577.0	3019.0	2263.0	1167.0
gRNA_12789	Tsc1	454.0	1999.0	1373.0	1264.0	849.0	2589.0	1438.0	293.0	2734.0	15.0	3768.0	131.0	2503.0	286.0	1589.0	95.0	495.0	645.0	7158.0	110.0	11731.0	773.0	44.0	16.0	323.0	1426.0	111.0	1198.0	238.0	2352.0	2289.0	2432.0	1354.0	828.0	1669.0	1527.0	879.0	1702.0	1140.0
gRNA_12790	Tsc1	4906.0	2633.0	1524.0	1080.0	2101.0	2227.0	1236.0	732.0	1996.0	1351.0	962.0	450.0	3272.0	2635.0	178.0	1668.0	347.0	386.0	7705.0	109.0	108.0	1328.0	16015.0	1066.0	278.0	626.0	1098.0	157.0	144124.0	2626.0	1681.0	1483.0	717.0	662.0	1182.0	1234.0	2087.0	1040.0	730.0
gRNA_12791	Tsc1	1533.0	750.0	1307.0	741.0	5375.0	2314.0	2530.0	656.0	873.0	1849.0	798.0	1248.0	735.0	1039.0	3702.0	38.0	119.0	121.0	1397.0	28.0	126.0	90.0	1036.0	489.0	235.0	70.0	8.0	14544.0	442.0	403.0	914.0	1009.0	568.0	153.0	684.0	210.0	463.0	478.0	788.0
gRNA_12792	Tsc1	1010.0	565.0	749.0	2576.0	841.0	607.0	1962.0	761.0	550.0	2780.0	306.0	890.0	520.0	619.0	64.0	1129.0	1446.0	725.0	424.0	12.0	4.0	5.0	45.0	577.0	273.0	56.0	384.0	261.0	22.0	895.0	671.0	1001.0	824.0	186.0	544.0	775.0	900.0	429.0	1230.0
gRNA_12793	Tsc1	1523.0	3207.0	3699.0	2555.0	6171.0	1930.0	1983.0	1853.0	2002.0	1464.0	2755.0	1125.0	4259.0	2622.0	757.0	4522.0	3424.0	203.0	4431.0	139.0	61.0	85.0	81.0	202.0	492.0	155.0	1080.0	707.0	39.0	816.0	2139.0	1209.0	958.0	252.0	2147.0	1225.0	1386.0	1189.0	1070.0
gRNA_12794	Tsc1	1308.0	2539.0	3044.0	1685.0	1353.0	550.0	2090.0	1276.0	379.0	3007.0	978.0	1829.0	6127.0	1134.0	766.0	5100.0	889.0	534.0	624.0	105.0	55.0	219.0	2293.0	1447.0	733.0	1199.0	3157.0	2620.0	63.0	1035.0	1136.0	1004.0	2061.0	3633.0	1849.0	994.0	428.0	1145.0	781.0
